자전거ID,출발시각,열2,열1,도착시각,출발보관대,도착보관대,사용시간,출발지,도착지
GJA-0001,20200921114022 ,20200921,114022,20200921115010 ,D-0006,D-0013,988,우체국 건너편,현대해상 앞
GJA-0200,20200921115348 ,20200921,115348,20200921121231 ,D-0004,D-0014,5883,시청 앞,의회동 앞
GJA-0109,20200921121904 ,20200921,121904,20200921134028 ,D-0009,D-0043,12124,쉐보레 앞,상무시민공원 화장실 입구
GJA-0104,20200921121908 ,20200921,121908,20200921134023 ,D-0009,D-0043,12115,쉐보레 앞,상무시민공원 화장실 입구
GJA-0019,20200921123604 ,20200921,123604,20200921124129 ,D-0039,D-0022,525,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0131,20200921132900 ,20200921,132900,20200921133605 ,D-0027,D-0020,705,금호대우아파트 앞,교보문고 앞
GJA-0083,20200921142942 ,20200921,142942,20200921171801 ,D-0035,D-0025,28859,치평초교 앞,계수초교 앞
GJA-0003,20200921143724 ,20200921,143724,20200921144055 ,D-0031,D-0022,331,상무시민공원1,상무역 5번 출구 앞
GJA-0076,20200921144038 ,20200921,144038,20200921160203 ,D-0006,D-0007,16165,우체국 건너편,KBS 앞
GJA-0003,20200921144105 ,20200921,144105,20200921155929 ,D-0022,D-0020,11824,상무역 5번 출구 앞,교보문고 앞
GJA-0190,20200921144637 ,20200921,144637,20200921160231 ,D-0009,D-0022,15594,쉐보레 앞,상무역 5번 출구 앞
GJA-0073,20200921144717 ,20200921,144717,20200921155627 ,D-0023,D-0020,10910,sm 미 성형외과 앞,교보문고 앞
GJA-0198,20200921145535 ,20200921,145535,20200921155627 ,D-0012,D-0026,10092,롯데마트 앞,한국투자증권 앞
GJA-0035,20200921145828 ,20200921,145828,20200921155621 ,D-0016,D-0026,9793,메가커피 앞,한국투자증권 앞
GJA-0175,20200921152008 ,20200921,152008,20200921162629 ,D-0031,D-0020,10621,상무시민공원1,교보문고 앞
GJA-0100,20200921155914 ,20200921,155914,20200921165928 ,D-0000,D-0043,10014,광주시 111,상무시민공원 화장실 입구
GJA-0139,20200921160937 ,20200921,160937,20200921161557 ,D-0018,D-0027,620,아웃백스테이크 앞,금호대우아파트 앞
GJA-0058,20200921162052 ,20200921,162052,20200921174844 ,D-0022,D-0012,12792,상무역 5번 출구 앞,롯데마트 앞
GJA-0071,20200921162243 ,20200921,162243,20200921174850 ,D-0022,D-0012,12607,상무역 5번 출구 앞,롯데마트 앞
GJA-0139,20200921162653 ,20200921,162653,20200921163147 ,D-0027,D-0018,494,금호대우아파트 앞,아웃백스테이크 앞
GJA-0174,20200921163239 ,20200921,163239,20200921171653 ,D-0015,D-0014,8414,한국은행 앞,의회동 앞
GJA-0003,20200921163509 ,20200921,163509,20200921165932 ,D-0020,D-0043,2423,교보문고 앞,상무시민공원 화장실 입구
GJA-0119,20200921163732 ,20200921,163732,20200921170237 ,D-0021,D-0041,6505,유안타증권 앞,금호쌍용아파트 202동 앞
GJA-0065,20200921170551 ,20200921,170551,20200921172431 ,D-0022,D-0031,1880,상무역 5번 출구 앞,상무시민공원1
GJA-0155,20200921171055 ,20200921,171055,20200921172650 ,D-0026,D-0016,1595,한국투자증권 앞,메가커피 앞
GJA-0186,20200921171723 ,20200921,171723,20200921183506 ,D-0014,D-0015,11783,의회동 앞,한국은행 앞
GJA-0170,20200921173945 ,20200921,173945,20200921184348 ,D-0006,D-0044,10403,우체국 건너편,상무시민공원 버스승강장
GJA-0176,20200921174232 ,20200921,174232,20200921190512 ,D-0031,D-0016,16280,상무시민공원1,메가커피 앞
GJA-0177,20200921174748 ,20200921,174748,20200921190502 ,D-0031,D-0026,15754,상무시민공원1,한국투자증권 앞
GJA-0023,20200921175907 ,20200921,175907,20200921223151 ,D-0039,D-0034,47244,김대중컨벤션센터1,치평동주민센터
GJA-0067,20200921175953 ,20200921,175953,20200921180523 ,D-0034,D-0025,4570,치평동주민센터,계수초교 앞
GJA-0140,20200921180000 ,20200921,180000,20200921185623 ,D-0000,D-0007,5623,광주시 111,KBS 앞
GJA-0185,20200921180025 ,20200921,180025,20200921223208 ,D-0039,D-0034,43183,김대중컨벤션센터1,치평동주민센터
GJA-0048,20200921180804 ,20200921,180804,20200921182231 ,D-0009,D-0007,1427,쉐보레 앞,KBS 앞
GJA-0194,20200921181106 ,20200921,181106,20200921182220 ,D-0009,D-0007,1114,쉐보레 앞,KBS 앞
GJA-0036,20200921181248 ,20200921,181248,20200921183509 ,D-0009,D-0015,2261,쉐보레 앞,한국은행 앞
GJA-0024,20200921182819 ,20200921,182819,20200921192847 ,D-0004,D-0020,10028,시청 앞,교보문고 앞
GJA-0132,20200921182932 ,20200921,182932,20200921192904 ,D-0004,D-0020,9972,시청 앞,교보문고 앞
GJA-0049,20200921183313 ,20200921,183313,20200921184400 ,D-0013,D-0031,1087,현대해상 앞,상무시민공원1
GJA-0118,20200921184408 ,20200921,184408,20200921234515 ,D-0019,D-0018,50107,메이루즈 앞,아웃백스테이크 앞
GJA-0170,20200921184540 ,20200921,184540,20200921191536 ,D-0044,D-0022,6996,상무시민공원 버스승강장,상무역 5번 출구 앞
GJA-0157,20200921190002 ,20200921,190002,20200921195013 ,D-0031,D-0043,5011,상무시민공원1,상무시민공원 화장실 입구
GJA-0026,20200921190008 ,20200921,190008,20200921195008 ,D-0031,D-0043,5000,상무시민공원1,상무시민공원 화장실 입구
GJA-0107,20200921190101 ,20200921,190101,20200921190742 ,D-0006,D-0027,641,우체국 건너편,금호대우아파트 앞
GJA-0039,20200921190258 ,20200921,190258,20200921193738 ,D-0019,D-0027,3480,메이루즈 앞,금호대우아파트 앞
GJA-0044,20200921190434 ,20200921,190434,20200921191747 ,D-0004,D-0022,1313,시청 앞,상무역 5번 출구 앞
GJA-0177,20200921190540 ,20200921,190540,20200921193249 ,D-0026,D-0031,2709,한국투자증권 앞,상무시민공원1
GJA-0176,20200921190550 ,20200921,190550,20200921193753 ,D-0016,D-0031,3203,메가커피 앞,상무시민공원1
GJA-0138,20200921190612 ,20200921,190612,20200921193717 ,D-0019,D-0027,3105,메이루즈 앞,금호대우아파트 앞
GJA-0135,20200921191033 ,20200921,191033,20200921203944 ,D-0009,D-0031,12911,쉐보레 앞,상무시민공원1
GJA-0007,20200921191241 ,20200921,191241,20200921203942 ,D-0043,D-0031,12701,상무시민공원 화장실 입구,상무시민공원1
GJA-0024,20200921193114 ,20200921,193114,20200921211523 ,D-0020,D-0004,18409,교보문고 앞,시청 앞
GJA-0132,20200921193119 ,20200921,193119,20200921211533 ,D-0020,D-0004,18414,교보문고 앞,시청 앞
GJA-0012,20200921193647 ,20200921,193647,20200921194630 ,D-0016,D-0022,983,메가커피 앞,상무역 5번 출구 앞
GJA-0199,20200921193751 ,20200921,193751,20200921205540 ,D-0014,D-0027,11789,의회동 앞,금호대우아파트 앞
GJA-0136,20200921193753 ,20200921,193753,20200921204732 ,D-0039,D-0031,10979,김대중컨벤션센터1,상무시민공원1
GJA-0200,20200921194150 ,20200921,194150,20200921205536 ,D-0014,D-0027,11386,의회동 앞,금호대우아파트 앞
GJA-0019,20200921194618 ,20200921,194618,20200921200351 ,D-0022,D-0027,5733,상무역 5번 출구 앞,금호대우아파트 앞
GJA-0009,20200921194808 ,20200921,194808,20200921205608 ,D-0014,D-0027,10800,의회동 앞,금호대우아파트 앞
GJA-0048,20200921195830 ,20200921,195830,20200921205650 ,D-0007,D-0018,9820,KBS 앞,아웃백스테이크 앞
GJA-0076,20200921195900 ,20200921,195900,20200921205652 ,D-0000,D-0018,9752,광주시 111,아웃백스테이크 앞
GJA-0028,20200921200027 ,20200921,200027,20200921204405 ,D-0009,D-0031,4378,쉐보레 앞,상무시민공원1
GJA-0172,20200921200031 ,20200921,200031,20200921204354 ,D-0009,D-0031,4323,쉐보레 앞,상무시민공원1
GJA-0102,20200921200441 ,20200921,200441,20200921204412 ,D-0009,D-0031,3971,쉐보레 앞,상무시민공원1
GJA-0047,20200921201002 ,20200921,201002,20200921213532 ,D-0020,D-0035,12530,교보문고 앞,치평초교 앞
GJA-0068,20200921201048 ,20200921,201048,20200921213102 ,D-0020,D-0039,12054,교보문고 앞,김대중컨벤션센터1
GJA-0131,20200921201657 ,20200921,201657,20200921210228 ,D-0020,D-0041,8571,교보문고 앞,금호쌍용아파트 202동 앞
GJA-0137,20200921202529 ,20200921,202529,20200921210929 ,D-0010,D-0012,8400,자생한방병원,롯데마트 앞
GJA-0108,20200921202840 ,20200921,202840,20200921220701 ,D-0012,D-0019,17861,롯데마트 앞,메이루즈 앞
GJA-0177,20200921203047 ,20200921,203047,20200921205624 ,D-0031,D-0016,2577,상무시민공원1,메가커피 앞
GJA-0179,20200921203306 ,20200921,203306,20200921210908 ,D-0016,D-0012,7602,메가커피 앞,롯데마트 앞
GJA-0176,20200921203646 ,20200921,203646,20200921221542 ,D-0031,D-0016,17896,상무시민공원1,메가커피 앞
GJA-0169,20200921204611 ,20200921,204611,20200921223451 ,D-0012,D-0019,18840,롯데마트 앞,메이루즈 앞
GJA-0015,20200921204754 ,20200921,204754,20200921205242 ,D-0019,D-0010,488,메이루즈 앞,자생한방병원
GJA-0193,20200921205133 ,20200921,205133,20200921214949 ,D-0020,D-0013,9816,교보문고 앞,현대해상 앞
GJA-0148,20200921205508 ,20200921,205508,20200921214945 ,D-0026,D-0013,9437,한국투자증권 앞,현대해상 앞
GJA-0128,20200921205722 ,20200921,205722,20200921211219 ,D-0020,D-0019,5497,교보문고 앞,메이루즈 앞
GJA-0075,20200921205732 ,20200921,205732,20200921215230 ,D-0012,D-0018,9498,롯데마트 앞,아웃백스테이크 앞
GJA-0097,20200921205746 ,20200921,205746,20200921210924 ,D-0029,D-0035,5178,현대아파트 옆,치평초교 앞
GJA-0121,20200921205833 ,20200921,205833,20200921215242 ,D-0025,D-0018,9409,계수초교 앞,아웃백스테이크 앞
GJA-0097,20200922072448 ,20200922,72448,20200922074347 ,D-0035,D-0034,1899,치평초교 앞,치평동주민센터
GJA-0090,20200922073432 ,20200922,73432,20200922074000 ,D-0020,D-0017,568,교보문고 앞,센트럴시티 앞
GJA-0181,20200922074132 ,20200922,74132,20200922074821 ,D-0031,D-0035,689,상무시민공원1,치평초교 앞
GJA-0012,20200922080357 ,20200922,80357,20200922081042 ,D-0022,D-0016,685,상무역 5번 출구 앞,메가커피 앞
GJA-0009,20200922081810 ,20200922,81810,20200922082631 ,D-0027,D-0033,821,금호대우아파트 앞,상무골프연습장 앞
GJA-0187,20200922082448 ,20200922,82448,20200922091729 ,D-0034,D-0033,9281,치평동주민센터,상무골프연습장 앞
GJA-0136,20200922084346 ,20200922,84346,20200922084923 ,D-0031,D-0013,577,상무시민공원1,현대해상 앞
GJA-0047,20200922091939 ,20200922,91939,20200922092731 ,D-0035,D-0025,792,치평초교 앞,계수초교 앞
GJA-0031,20200922094507 ,20200922,94507,20200922094946 ,D-0022,D-0021,439,상무역 5번 출구 앞,유안타증권 앞
GJA-0097,20200922102731 ,20200922,102731,20200922104827 ,D-0034,D-0035,2096,치평동주민센터,치평초교 앞
GJA-0056,20200922105106 ,20200922,105106,20200922140835 ,D-0004,D-0006,35729,시청 앞,우체국 건너편
GJA-0132,20200922105219 ,20200922,105219,20200922140821 ,D-0004,D-0006,35602,시청 앞,우체국 건너편
GJA-0154,20200922105742 ,20200922,105742,20200922110644 ,D-0025,D-0034,4902,계수초교 앞,치평동주민센터
GJA-0138,20200922105742 ,20200922,105742,20200922110116 ,D-0027,D-0022,4374,금호대우아파트 앞,상무역 5번 출구 앞
GJA-0009,20200922113534 ,20200922,113534,20200922114402 ,D-0033,D-0029,868,상무골프연습장 앞,현대아파트 옆
GJA-0011,20200922114551 ,20200922,114551,20200922130555 ,D-0049,D-0004,16004,로잔티움 오피스텔 앞,시청 앞
GJA-0190,20200922123744 ,20200922,123744,20200922124416 ,D-0022,D-0034,672,상무역 5번 출구 앞,치평동주민센터
GJA-0039,20200922124413 ,20200922,124413,20200922125734 ,D-0027,D-0033,1321,금호대우아파트 앞,상무골프연습장 앞
GJA-0154,20200922131148 ,20200922,131148,20200922131703 ,D-0034,D-0022,555,치평동주민센터,상무역 5번 출구 앞
GJA-0015,20200922131231 ,20200922,131231,20200922155957 ,D-0010,D-0007,24726,자생한방병원,KBS 앞
GJA-0041,20200922131623 ,20200922,131623,20200922133808 ,D-0046,D-0039,2185,마륵역 앞,김대중컨벤션센터1
GJA-0169,20200922131844 ,20200922,131844,20200922132355 ,D-0019,D-0013,511,메이루즈 앞,현대해상 앞
GJA-0083,20200922132016 ,20200922,132016,20200922160133 ,D-0025,D-0039,28117,계수초교 앞,김대중컨벤션센터1
GJA-0067,20200922132029 ,20200922,132029,20200922160330 ,D-0025,D-0039,28301,계수초교 앞,김대중컨벤션센터1
GJA-0164,20200922132047 ,20200922,132047,20200922160037 ,D-0025,D-0039,27990,계수초교 앞,김대중컨벤션센터1
GJA-0147,20200922133736 ,20200922,133736,20200922134440 ,D-0036,D-0012,704,해오리어린이공원 옆,롯데마트 앞
GJA-0004,20200922135411 ,20200922,135411,20200922141537 ,D-0016,D-0039,6126,메가커피 앞,김대중컨벤션센터1
GJA-0171,20200922135625 ,20200922,135625,20200922141519 ,D-0016,D-0039,5894,메가커피 앞,김대중컨벤션센터1
GJA-0057,20200922142336 ,20200922,142336,20200922144133 ,D-0031,D-0019,1797,상무시민공원1,메이루즈 앞
GJA-0025,20200922142850 ,20200922,142850,20200922143244 ,D-0025,D-0026,394,계수초교 앞,한국투자증권 앞
GJA-0137,20200922145055 ,20200922,145055,20200922145533 ,D-0012,D-0018,478,롯데마트 앞,아웃백스테이크 앞
GJA-0100,20200922145953 ,20200922,145953,20200922152742 ,D-0043,D-0034,6789,상무시민공원 화장실 입구,치평동주민센터
GJA-0119,20200922152715 ,20200922,152715,20200922154710 ,D-0041,D-0021,1995,금호쌍용아파트 202동 앞,유안타증권 앞
GJA-0046,20200922154411 ,20200922,154411,20200922155004 ,D-0034,D-0018,593,치평동주민센터,아웃백스테이크 앞
GJA-0137,20200922154639 ,20200922,154639,20200922155550 ,D-0018,D-0004,911,아웃백스테이크 앞,시청 앞
GJA-0106,20200922155042 ,20200922,155042,20200922155631 ,D-0020,D-0018,589,교보문고 앞,아웃백스테이크 앞
GJA-0155,20200922155822 ,20200922,155822,20200922160101 ,D-0016,D-0013,4279,메가커피 앞,현대해상 앞
GJA-0170,20200922160345 ,20200922,160345,20200922165339 ,D-0022,D-0034,4994,상무역 5번 출구 앞,치평동주민센터
GJA-0050,20200922161541 ,20200922,161541,20200922173736 ,D-0031,D-0019,12195,상무시민공원1,메이루즈 앞
GJA-0158,20200922161805 ,20200922,161805,20200922173738 ,D-0022,D-0019,11933,상무역 5번 출구 앞,메이루즈 앞
GJA-0019,20200922162758 ,20200922,162758,20200922180806 ,D-0027,D-0009,18048,금호대우아파트 앞,쉐보레 앞
GJA-0199,20200922162848 ,20200922,162848,20200922180833 ,D-0027,D-0009,17985,금호대우아파트 앞,쉐보레 앞
GJA-0114,20200922165750 ,20200922,165750,20200922175644 ,D-0012,D-0020,9894,롯데마트 앞,교보문고 앞
GJA-0179,20200922165901 ,20200922,165901,20200922175646 ,D-0012,D-0020,9745,롯데마트 앞,교보문고 앞
GJA-0171,20200922170542 ,20200922,170542,20200922171501 ,D-0039,D-0034,959,김대중컨벤션센터1,치평동주민센터
GJA-0052,20200922170746 ,20200922,170746,20200922174845 ,D-0031,D-0014,4099,상무시민공원1,의회동 앞
GJA-0005,20200922170754 ,20200922,170754,20200922174849 ,D-0031,D-0014,4095,상무시민공원1,의회동 앞
GJA-0172,20200922171530 ,20200922,171530,20200922171943 ,D-0031,D-0032,413,상무시민공원1,상무시민공원2
GJA-0046,20200922171547 ,20200922,171547,20200922180342 ,D-0018,D-0014,8795,아웃백스테이크 앞,의회동 앞
GJA-0073,20200922171602 ,20200922,171602,20200922180345 ,D-0020,D-0014,8743,교보문고 앞,의회동 앞
GJA-0006,20200922171936 ,20200922,171936,20200922172400 ,D-0015,D-0043,464,한국은행 앞,상무시민공원 화장실 입구
GJA-0076,20200922171939 ,20200922,171939,20200922173024 ,D-0018,D-0036,1085,아웃백스테이크 앞,해오리어린이공원 옆
GJA-0056,20200922172522 ,20200922,172522,20200922175141 ,D-0006,D-0012,2619,우체국 건너편,롯데마트 앞
GJA-0084,20200922173215 ,20200922,173215,20200922190652 ,D-0014,D-0022,17437,의회동 앞,상무역 5번 출구 앞
GJA-0155,20200922173400 ,20200922,173400,20200922174950 ,D-0013,D-0039,1550,현대해상 앞,김대중컨벤션센터1
GJA-0077,20200922173435 ,20200922,173435,20200922190619 ,D-0014,D-0022,17184,의회동 앞,상무역 5번 출구 앞
GJA-0049,20200922173549 ,20200922,173549,20200922184905 ,D-0031,D-0034,11356,상무시민공원1,치평동주민센터
GJA-0052,20200922174916 ,20200922,174916,20200922190428 ,D-0014,D-0031,15512,의회동 앞,상무시민공원1
GJA-0059,20200922175107 ,20200922,175107,20200922190337 ,D-0014,D-0031,15230,의회동 앞,상무시민공원1
GJA-0087,20200922175401 ,20200922,175401,20200922182715 ,D-0012,D-0009,7314,롯데마트 앞,쉐보레 앞
GJA-0184,20200922175533 ,20200922,175533,20200922180709 ,D-0039,D-0031,5176,김대중컨벤션센터1,상무시민공원1
GJA-0150,20200922175538 ,20200922,175538,20200922182740 ,D-0012,D-0009,7202,롯데마트 앞,쉐보레 앞
GJA-0187,20200922180031 ,20200922,180031,20200922182009 ,D-0033,D-0027,1978,상무골프연습장 앞,금호대우아파트 앞
GJA-0076,20200922180248 ,20200922,180248,20200922180747 ,D-0036,D-0022,499,해오리어린이공원 옆,상무역 5번 출구 앞
GJA-0017,20200922180832 ,20200922,180832,20200922181848 ,D-0009,D-0007,1016,쉐보레 앞,KBS 앞
GJA-0147,20200922180848 ,20200922,180848,20200922181750 ,D-0012,D-0013,902,롯데마트 앞,현대해상 앞
GJA-0115,20200922180944 ,20200922,180944,20200922181440 ,D-0020,D-0025,496,교보문고 앞,계수초교 앞
GJA-0172,20200922180950 ,20200922,180950,20200922190440 ,D-0000,D-0031,9490,광주시 111,상무시민공원1
GJA-0105,20200922181248 ,20200922,181248,20200922181834 ,D-0009,D-0007,586,쉐보레 앞,KBS 앞
GJA-0081,20200922181707 ,20200922,181707,20200922182221 ,D-0039,D-0022,514,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0136,20200922181719 ,20200922,181719,20200922182737 ,D-0013,D-0031,1018,현대해상 앞,상무시민공원1
GJA-0053,20200922181836 ,20200922,181836,20200922183222 ,D-0009,D-0027,1386,쉐보레 앞,금호대우아파트 앞
GJA-0148,20200922181850 ,20200922,181850,20200922190237 ,D-0013,D-0012,8387,현대해상 앞,롯데마트 앞
GJA-0014,20200922182334 ,20200922,182334,20200922190326 ,D-0006,D-0055,7992,우체국 건너편,공연마루 입구
GJA-0132,20200922182356 ,20200922,182356,20200922190335 ,D-0006,D-0055,7979,우체국 건너편,공연마루 입구
GJA-0017,20200922182748 ,20200922,182748,20200922183730 ,D-0007,D-0012,982,KBS 앞,롯데마트 앞
GJA-0136,20200922183825 ,20200922,183825,20200922184803 ,D-0031,D-0043,978,상무시민공원1,상무시민공원 화장실 입구
GJA-0135,20200922184514 ,20200922,184514,20200922200310 ,D-0031,D-0025,15796,상무시민공원1,계수초교 앞
GJA-0100,20200922184526 ,20200922,184526,20200922185103 ,D-0034,D-0031,577,치평동주민센터,상무시민공원1
GJA-0102,20200922184621 ,20200922,184621,20200922200257 ,D-0031,D-0025,15636,상무시민공원1,계수초교 앞
GJA-0171,20200922184626 ,20200922,184626,20200922185045 ,D-0034,D-0031,419,치평동주민센터,상무시민공원1
GJA-0036,20200922184955 ,20200922,184955,20200922193847 ,D-0015,D-0031,8892,한국은행 앞,상무시민공원1
GJA-0031,20200922185449 ,20200922,185449,20200922190112 ,D-0021,D-0022,4663,유안타증권 앞,상무역 5번 출구 앞
GJA-0018,20200922185551 ,20200922,185551,20200922193157 ,D-0039,D-0019,7606,김대중컨벤션센터1,메이루즈 앞
GJA-0113,20200922190156 ,20200922,190156,20200922195114 ,D-0019,D-0029,4958,메이루즈 앞,현대아파트 옆
GJA-0059,20200922190418 ,20200922,190418,20200922191458 ,D-0031,D-0035,1040,상무시민공원1,치평초교 앞
GJA-0091,20200922190422 ,20200922,190422,20200922195313 ,D-0031,D-0034,4891,상무시민공원1,치평동주민센터
GJA-0118,20200922190434 ,20200922,190434,20200922195102 ,D-0018,D-0029,4668,아웃백스테이크 앞,현대아파트 옆
GJA-0037,20200922190747 ,20200922,190747,20200922191137 ,D-0022,D-0035,390,상무역 5번 출구 앞,치평초교 앞
GJA-0137,20200922191034 ,20200922,191034,20200922194940 ,D-0004,D-0014,3906,시청 앞,의회동 앞
GJA-0117,20200922191212 ,20200922,191212,20200922202432 ,D-0039,D-0034,11220,김대중컨벤션센터1,치평동주민센터
GJA-0092,20200922191642 ,20200922,191642,20200922194948 ,D-0004,D-0014,3306,시청 앞,의회동 앞
GJA-0020,20200922192120 ,20200922,192120,20200922194405 ,D-0040,D-0041,2285,김대중컨벤션센타2,금호쌍용아파트 202동 앞
GJA-0186,20200922192159 ,20200922,192159,20200922201033 ,D-0015,D-0029,8874,한국은행 앞,현대아파트 옆
GJA-0115,20200922192214 ,20200922,192214,20200922193359 ,D-0025,D-0013,1145,계수초교 앞,현대해상 앞
GJA-0053,20200922192229 ,20200922,192229,20200922200603 ,D-0027,D-0029,8374,금호대우아파트 앞,현대아파트 옆
GJA-0023,20200922193039 ,20200922,193039,20200922204919 ,D-0034,D-0039,11880,치평동주민센터,김대중컨벤션센터1
GJA-0191,20200922193131 ,20200922,193131,20200922203211 ,D-0004,D-0006,10080,시청 앞,우체국 건너편
GJA-0127,20200922193229 ,20200922,193229,20200922203158 ,D-0004,D-0006,9929,시청 앞,우체국 건너편
GJA-0012,20200922193405 ,20200922,193405,20200922203111 ,D-0016,D-0020,9706,메가커피 앞,교보문고 앞
GJA-0056,20200922193624 ,20200922,193624,20200922203346 ,D-0012,D-0006,9722,롯데마트 앞,우체국 건너편
GJA-0080,20200922193843 ,20200922,193843,20200922200125 ,D-0027,D-0017,6282,금호대우아파트 앞,센트럴시티 앞
GJA-0087,20200922195056 ,20200922,195056,20200922204629 ,D-0009,D-0031,9573,쉐보레 앞,상무시민공원1
GJA-0177,20200922200133 ,20200922,200133,20200922201219 ,D-0016,D-0022,1086,메가커피 앞,상무역 5번 출구 앞
GJA-0107,20200922200412 ,20200922,200412,20200922212051 ,D-0022,D-0035,11639,상무역 5번 출구 앞,치평초교 앞
GJA-0200,20200922200415 ,20200922,200415,20200922212048 ,D-0027,D-0035,11633,금호대우아파트 앞,치평초교 앞
GJA-0020,20200922200836 ,20200922,200836,20200922211218 ,D-0041,D-0020,10382,금호쌍용아파트 202동 앞,교보문고 앞
GJA-0165,20200922201644 ,20200922,201644,20200922210503 ,D-0022,D-0049,8859,상무역 5번 출구 앞,로잔티움 오피스텔 앞
GJA-0094,20200922201702 ,20200922,201702,20200922205123 ,D-0004,D-0006,3421,시청 앞,우체국 건너편
GJA-0081,20200922201841 ,20200922,201841,20200922210543 ,D-0022,D-0049,8702,상무역 5번 출구 앞,로잔티움 오피스텔 앞
GJA-0135,20200922202702 ,20200922,202702,20200922212249 ,D-0025,D-0031,9547,계수초교 앞,상무시민공원1
GJA-0199,20200922202837 ,20200922,202837,20200922203510 ,D-0009,D-0007,673,쉐보레 앞,KBS 앞
GJA-0101,20200922203410 ,20200922,203410,20200922212212 ,D-0027,D-0014,8802,금호대우아파트 앞,의회동 앞
GJA-0066,20200922203607 ,20200922,203607,20200922213424 ,D-0007,D-0026,9817,KBS 앞,한국투자증권 앞
GJA-0108,20200922204234 ,20200922,204234,20200922205840 ,D-0019,D-0022,1606,메이루즈 앞,상무역 5번 출구 앞
GJA-0163,20200922205056 ,20200922,205056,20200922211241 ,D-0031,D-0020,6185,상무시민공원1,교보문고 앞
GJA-0092,20200922205921 ,20200922,205921,20200922220530 ,D-0014,D-0019,14609,의회동 앞,메이루즈 앞
GJA-0128,20200923072843 ,20200923,72843,20200923073125 ,D-0019,D-0022,282,메이루즈 앞,상무역 5번 출구 앞
GJA-0012,20200923073157 ,20200923,73157,20200923073845 ,D-0020,D-0017,688,교보문고 앞,센트럴시티 앞
GJA-0016,20200923073635 ,20200923,73635,20200923074732 ,D-0014,D-0018,1097,의회동 앞,아웃백스테이크 앞
GJA-0019,20200923081209 ,20200923,81209,20200923081751 ,D-0009,D-0016,542,쉐보레 앞,메가커피 앞
GJA-0118,20200923081309 ,20200923,81309,20200923082206 ,D-0029,D-0049,897,현대아파트 옆,로잔티움 오피스텔 앞
GJA-0187,20200923082019 ,20200923,82019,20200923082902 ,D-0027,D-0033,883,금호대우아파트 앞,상무골프연습장 앞
GJA-0022,20200923082811 ,20200923,82811,20200923083547 ,D-0013,D-0012,736,현대해상 앞,롯데마트 앞
GJA-0044,20200923083731 ,20200923,83731,20200923084949 ,D-0022,D-0004,1218,상무역 5번 출구 앞,시청 앞
GJA-0050,20200923083836 ,20200923,83836,20200923084541 ,D-0019,D-0013,705,메이루즈 앞,현대해상 앞
GJA-0012,20200923083855 ,20200923,83855,20200923084138 ,D-0017,D-0012,283,센트럴시티 앞,롯데마트 앞
GJA-0156,20200923083946 ,20200923,83946,20200923084454 ,D-0031,D-0013,508,상무시민공원1,현대해상 앞
GJA-0126,20200923085232 ,20200923,85232,20200923090508 ,D-0034,D-0020,5276,치평동주민센터,교보문고 앞
GJA-0092,20200923090358 ,20200923,90358,20200923091317 ,D-0019,D-0049,959,메이루즈 앞,로잔티움 오피스텔 앞
GJA-0107,20200923091422 ,20200923,91422,20200923092020 ,D-0035,D-0025,598,치평초교 앞,계수초교 앞
GJA-0031,20200923092528 ,20200923,92528,20200923092959 ,D-0022,D-0021,431,상무역 5번 출구 앞,유안타증권 앞
GJA-0010,20200923093550 ,20200923,93550,20200923094417 ,D-0031,D-0012,867,상무시민공원1,롯데마트 앞
GJA-0129,20200923100327 ,20200923,100327,20200923100727 ,D-0014,D-0016,400,의회동 앞,메가커피 앞
GJA-0047,20200923103558 ,20200923,103558,20200923120750 ,D-0025,D-0045,17192,계수초교 앞,공연마루 앞
GJA-0001,20200923110646 ,20200923,110646,20200923111044 ,D-0013,D-0009,398,현대해상 앞,쉐보레 앞
GJA-0129,20200923110919 ,20200923,110919,20200923111412 ,D-0016,D-0027,493,메가커피 앞,금호대우아파트 앞
GJA-0001,20200923111217 ,20200923,111217,20200923120513 ,D-0009,D-0012,9296,쉐보레 앞,롯데마트 앞
GJA-0185,20200923113258 ,20200923,113258,20200923114006 ,D-0034,D-0028,748,치평동주민센터,먹자골목 앞
GJA-0011,20200923114416 ,20200923,114416,20200923131202 ,D-0004,D-0049,16786,시청 앞,로잔티움 오피스텔 앞
GJA-0169,20200923120116 ,20200923,120116,20200923121212 ,D-0013,D-0022,1096,현대해상 앞,상무역 5번 출구 앞
GJA-0047,20200923120845 ,20200923,120845,20200923121248 ,D-0045,D-0044,403,공연마루 앞,상무시민공원 버스승강장
GJA-0032,20200923121642 ,20200923,121642,20200923121953 ,D-0031,D-0035,311,상무시민공원1,치평초교 앞
GJA-0043,20200923122300 ,20200923,122300,20200923124046 ,D-0040,D-0012,1746,김대중컨벤션센타2,롯데마트 앞
GJA-0095,20200923123107 ,20200923,123107,20200923124625 ,D-0043,D-0020,1518,상무시민공원 화장실 입구,교보문고 앞
GJA-0185,20200923124501 ,20200923,124501,20200923125456 ,D-0028,D-0033,955,먹자골목 앞,상무골프연습장 앞
GJA-0057,20200923124851 ,20200923,124851,20200923125538 ,D-0019,D-0013,687,메이루즈 앞,현대해상 앞
