가상번호,분류,제목,등록일자,처리상태
,,,,(처리중)
23746,건설ㆍ교통,파손된 인도 규제봉 정비 바랍니다 (1),작성일시 : 2021/05/25,답변완료
,,,,(처리완료)
23745,보건ㆍ복지,계림동 메가커피 위생민원,작성일시 : 2021/05/25,답변완료
,,,,(처리중)
23744,건설ㆍ교통,예술의거리입구 버스정류장 앞 도로파임 (1),작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23742,공원ㆍ체육,장원정 시계약 넣어주세요,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23737,환경ㆍ청소,우천시 하수도 역류,작성일시 : 2021/05/24,답변완료
,,,,(처리완료)
23736,건설ㆍ교통,하천옆 비좁은 도로 차량통행 출입금지 조치해 주세요.. (1),작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23730,도시ㆍ건축,동구청과 광신건설~~!!,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23729,도시ㆍ건축,처음부터 피난계단 설계도면은 있었습니까? (1),작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23727,도시ㆍ건축,입주민 동의없는 불법계단공사,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23726,도시ㆍ건축,광신건설 동구청은 피난계단공사에 대해 사과부터 하세요,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23725,건설ㆍ교통,관리규약 개정제안 1,작성일시 : 2021/05/24,답변완료
,,,,(처리완료)
23723,도시ㆍ건축,광신계단공사중지시키십시오,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23722,도시ㆍ건축,동구청 건축과의 불성실함과 무책임,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23721,도시ㆍ건축,현재 건축과의 무기력한 업무에 분노합니다,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23720,건설ㆍ교통,문제의 광신건설사와 동구청,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23719,도시ㆍ건축,동구청 건축과의 4차선도로공사 (1),작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23718,건설ㆍ교통,아파트 입주민의 재산권을 침해당하는 공사가 진행되고 있습니다.,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23717,도시ㆍ건축,불법건축 불법승인,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23716,도시ㆍ건축,도시계획이라는 단지내도로 누구작품인가요?,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23715,도시ㆍ건축,모든 불법에 승인하고 묵인하는 동구청책임자를 반드시 처벌을 요구합니다,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23714,도시ㆍ건축,모든 불법에 승인하고 묵인하는 동구청책임자를 반드시 처벌을 요구합니다,작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23713,건설ㆍ교통,조폭 건설사 광신!! (4),작성일시 : 2021/05/24,답변완료
,,,,(처리중)
23711,건설ㆍ교통,"무등산 명지로드힐 도로 공사로 인한 영업피해 및 소음,진동",작성일시 : 2021/05/24,답변완료
,,,,(처리완료)
23710,도시ㆍ건축,땅 꺼짐보완,작성일시 : 2021/05/24,답변완료
,,,,(처리완료)
23706,건설ㆍ교통,가로등 수리,작성일시 : 2021/05/23,답변완료
,,,,(처리완료)
23705,도시ㆍ건축,공사 소음줄여주세요,작성일시 : 2021/05/23,답변완료
,,,,(처리완료)
23704,기타,마트소음,작성일시 : 2021/05/23,답변완료
,,,,(처리중)
23703,기타,계림동치안,작성일시 : 2021/05/23,답변완료
,,,,(처리중)
23702,보건ㆍ복지,스크린경마장 노마스크단속 요망,작성일시 : 2021/05/23,답변완료
,,,,(처리중)
23701,공원ㆍ체육,산책로 가로등 정비 및 제초작업 요망,작성일시 : 2021/05/22,답변완료
,,,,(처리완료)
23700,도시ㆍ건축,공사로 인한 주거생활피해 (1),작성일시 : 2021/05/22,답변완료
,,,,(처리완료)
23699,환경ㆍ청소,동명병원 지금 오후 3:00부터 쭉 공사소음 심각,작성일시 : 2021/05/22,답변완료
,,,,(처리완료)
23698,건설ㆍ교통,실외기 바람 관련 문의드립니다,작성일시 : 2021/05/22,답변완료
,,,,(처리완료)
23697,기타,제초 (1),작성일시 : 2021/05/22,답변완료
,,,,(처리완료)
23696,도시ㆍ건축,계림동 집앞 배수시설 문제 해결바람,작성일시 : 2021/05/22,답변완료
,,,,(처리완료)
23695,도시ㆍ건축,인도 경사각 확인 요망,작성일시 : 2021/05/22,답변완료
,,,,(처리완료)
23694,보건ㆍ복지,계림동 메가커피 위생신고합니다,작성일시 : 2021/05/22,답변완료
,,,,(처리중)
23693,도시ㆍ건축,"대인동 술집 앞 테라스문제, 복도 공용구간 사용",작성일시 : 2021/05/21,답변완료
,,,,(처리완료)
23690,건설ㆍ교통,불법주차신고합니다,작성일시 : 2021/05/21,답변완료
,,,,(처리중)
23681,환경ㆍ청소,여름인데 내 집에서 문을 열 수가 없습니다. (1),작성일시 : 2021/05/21,답변완료
,,,,(처리중)
23673,건설ㆍ교통,광주천 자전거도로 공사 잘좀 해주세요,작성일시 : 2021/05/21,답변완료
,,,,(처리완료)
23671,건설ㆍ교통,스쿨존 내 도로 보수 요청 (1),작성일시 : 2021/05/21,답변완료
,,,,(처리완료)
23658,기타,마트 소음공해,작성일시 : 2021/05/20,답변완료
,,,,(처리중)
23657,기타,새벽 편의점 노상 음주 고성방가,작성일시 : 2021/05/20,답변완료
,,,,(처리완료)
23656,건설ㆍ교통,황금동 노점상 단속 촉구,작성일시 : 2021/05/20,답변완료
,,,,(처리중)
23645,기타,글을 읽어보시고 개선 부탁 드립니다.,작성일시 : 2021/05/20,답변완료
,,,,(처리중)
23644,미담사례,육아종합지원센터 최고!! (1),작성일시 : 2021/05/20,답변완료
,,,,(처리완료)
23642,도시ㆍ건축,가로등고장,작성일시 : 2021/05/20,답변완료
,,,,(처리완료)
23641,건설ㆍ교통,월남동 버스차고지 이전 관련,작성일시 : 2021/05/19,답변완료
,,,,(중장기시행)
23640,건설ㆍ교통,사고다발지점,작성일시 : 2021/05/19,답변완료
,,,,(처리완료)
23639,도시ㆍ건축,무효와 복권 후 이전 수당 지급,작성일시 : 2021/05/19,답변완료
,,,,(처리완료)
23638,건설ㆍ교통,동명병원 신축공사는 휴일에도 진행 중 (2),작성일시 : 2021/05/19,답변완료
,,,,(처리완료)
23637,건설ㆍ교통,불법 적재물 처리요망2,작성일시 : 2021/05/18,답변완료
,,,,(처리중)
23635,건설ㆍ교통,동명동 동밖어울림센타 리모델링공사 현장관련 하자민원,작성일시 : 2021/05/18,답변완료
,,,,(처리중)
23633,환경ㆍ청소,13일에 방역요청했는데 아직도접수중이네요;;;,작성일시 : 2021/05/18,답변완료
,,,,(처리완료)
23632,도시ㆍ건축,불필요한 사항 시정 요청 (1),작성일시 : 2021/05/18,답변완료
,,,,(처리완료)
23631,건설ㆍ교통,여전한 대각선 주차를 뛰어 넘어 이중주차,작성일시 : 2021/05/18,답변완료
,,,,(처리중)
23626,도시ㆍ건축,제대로 일 못하는 공동주택계를 고발합니다,작성일시 : 2021/05/18,답변완료
,,,,(처리완료)
23625,기타,청장 비서실에 공개 요청합니다 (2),작성일시 : 2021/05/18,답변완료
,,,,(처리완료)
23624,기타,애완견 문제가 사는데 애로사항입니다 (2),작성일시 : 2021/05/18,답변완료
,,,,(처리중)
23623,건설ㆍ교통,불법 주정차 단속이 문제가 아니네요,작성일시 : 2021/05/17,답변완료
,,,,(처리완료)
23617,건설ㆍ교통,불법 적재물 처리요망,작성일시 : 2021/05/17,답변완료
,,,,(처리중)
23615,도시ㆍ건축,도로공사로인한 피해,작성일시 : 2021/05/17,답변완료
,,,,(처리완료)
23614,도시ㆍ건축,건물 1층 주차장에 불법으로 창호와 폴딩 도어를 설치해서 가게 운영중인 곳을 신고합니다.,작성일시 : 2021/05/17,답변완료
,,,,(처리완료)
23609,환경ㆍ청소,"계림교회 빛 공해-저녁에 십자가, 전광판 불을 못켜도록 해주세요~!!!!!!!!! 너무 너무 불편합니다 !!!!!!",작성일시 : 2021/05/17,답변완료
,,,,(처리중)
23606,환경ㆍ청소,계림동 그랜드센트럴 기부체납 공원 청소,작성일시 : 2021/05/17,답변완료
,,,,(처리중)
23603,기타,옥상에서 개가 미친듯이 짖어요 (1),작성일시 : 2021/05/17,답변완료
,,,,(처리중)
23601,도시ㆍ건축,입주민이 방역 안전수칙에 의거한 공사민원을 제시한것도 공사방해가 되나요?,작성일시 : 2021/05/17,답변완료
,,,,(처리중)
23600,도시ㆍ건축,건축물 신고,작성일시 : 2021/05/16,답변완료
,,,,(처리완료)
23599,기타,지방 공휴일에 대한 질문,작성일시 : 2021/05/16,답변완료
,,,,(처리중)
23598,건설ㆍ교통,여전한 대각선 주차 (2),작성일시 : 2021/05/16,답변완료
,,,,(처리중)
23597,환경ㆍ청소,원일정화 분뇨수거 회사,작성일시 : 2021/05/16,답변완료
,,,,(처리중)
23596,환경ㆍ청소,식당매연및도로화분점유,작성일시 : 2021/05/15,답변완료
,,,,(처리중)
23595,건설ㆍ교통,도로 불법적치물 관련,작성일시 : 2021/05/15,답변완료
,,,,(처리완료)
23593,도시ㆍ건축,에어컨실외기 설치기준과 위반시 처벌은?,작성일시 : 2021/05/15,답변완료
,,,,(처리완료)
23592,도시ㆍ건축,관리주체의 관리,작성일시 : 2021/05/15,답변완료
,,,,(처리중)
23591,환경ㆍ청소,동명동 주택가 쓰레기 문제가 해결되지 않고 있습니다,작성일시 : 2021/05/15,답변완료
,,,,(처리중)
23590,건설ㆍ교통,개인주택앞 장기간 방치차량 조치요청,작성일시 : 2021/05/14,답변완료
,,,,(처리완료)
23586,건설ㆍ교통,빈집이 허물어지려고해요1,작성일시 : 2021/05/14,답변완료
,,,,(처리완료)
23584,건설ㆍ교통,빈집이 허물어지고 있어요,작성일시 : 2021/05/14,답변완료
,,,,(처리완료)
23575,건설ㆍ교통,교통사고 유발 위험 인도 불법 적치물,작성일시 : 2021/05/14,답변완료
,,,,(처리완료)
23573,보건ㆍ복지,코로나 75세이상 코로나 예방접종 순서에 대하여,작성일시 : 2021/05/14,답변완료
,,,,(처리중)
23571,보건ㆍ복지,안녕하세요,작성일시 : 2021/05/14,답변완료
,,,,(처리완료)
23568,건설ㆍ교통,동구청 건축과장님께,작성일시 : 2021/05/14,답변완료
,,,,(처리완료)
23567,건설ㆍ교통,남문로 754번길 아스콘 노후화 포장복구에 대한 물고임 민원 처리 건,작성일시 : 2021/05/13,답변완료
,,,,(처리중)
23566,건설ㆍ교통,현수막 철거 부탁드립니다,작성일시 : 2021/05/13,답변완료
,,,,(처리완료)
23554,건설ㆍ교통,사망사고 아니여서 다행입니다 (1),작성일시 : 2021/05/13,답변완료
,,,,(처리중)
23553,도시ㆍ건축,위험한 계단공사 막아주세요,작성일시 : 2021/05/13,답변완료
,,,,(처리중)
23552,도시ㆍ건축,광신 입주민의 재산을 지켜주세요,작성일시 : 2021/05/13,답변완료
,,,,(처리중)
23551,도시ㆍ건축,광신건설의 비상계단 공사,작성일시 : 2021/05/13,답변완료
,,,,(처리중)
23548,도시ㆍ건축,광신건설은 입주민동의없이 계단을 부수고 있습니다,작성일시 : 2021/05/13,답변완료
,,,,(처리중)
23547,도시ㆍ건축,규격에 안맞는 계단공사 해놓고 이제와서,작성일시 : 2021/05/13,답변완료
,,,,(처리중)
23546,환경ㆍ청소,공사현장및주변주택에 방역해주세요,작성일시 : 2021/05/13,답변완료
,,,,(처리중)
23545,도시ㆍ건축,계단난간을 함부로 부수지 마세요,작성일시 : 2021/05/13,답변완료
,,,,(처리중)
23544,건설ㆍ교통,산수동 광신건설 광신프로그레스 아파트 방역수칙위반 공사 신고합니다,작성일시 : 2021/05/13,답변완료
,,,,(처리중)
23539,도시ㆍ건축,상가피난계단공사 후 계단손잡이도 제대로 안박아놓은 광신건설,작성일시 : 2021/05/13,답변완료
,,,,(처리중)
23522,환경ㆍ청소,공공공지 예초 바랍니다 (1),작성일시 : 2021/05/13,답변완료
,,,,(처리완료)
23521,환경ㆍ청소,특정공사사전신고와 승인,작성일시 : 2021/05/13,답변완료
,,,,(처리완료)
23516,건설ㆍ교통,현수막 철거 부탁드립니다,작성일시 : 2021/05/12,답변완료
,,,,(처리완료)
23510,환경ㆍ청소,"계림교회 빛 공해(십자가, 전광판 불 좀 꺼주세요)",작성일시 : 2021/05/12,접수
23509,도시ㆍ건축,해촉을 동의한 입주민들에 동의서,작성일시 : 2021/05/12,답변완료
,,,,(처리완료)
23508,건설ㆍ교통,소상공인 죽이는 민원 신청 하는 사람 보시오.,작성일시 : 2021/05/12,답변완료
,,,,(처리완료)
23507,건설ㆍ교통,소상공인 죽이는 민원 신청 하는 사람 보시오.,작성일시 : 2021/05/12,답변완료
,,,,(처리완료)
23506,건설ㆍ교통,인도 차량 규제봉 및 보도블럭 파손,작성일시 : 2021/05/12,답변완료
,,,,(처리중)
23500,건설ㆍ교통,횡단보도옆 햇빛차광 대형 양산~~,작성일시 : 2021/05/12,답변완료
,,,,(처리중)
23494,환경ㆍ청소,철거 배출물 성상별 처리,작성일시 : 2021/05/12,답변완료
,,,,(처리중)
23493,환경ㆍ청소,철거공사 작업개시 시간,작성일시 : 2021/05/12,답변완료
,,,,(처리완료)
23492,도시ㆍ건축,계림스테이션 인허가 지연 요청 건,작성일시 : 2021/05/11,답변완료
,,,,(처리중)
23491,도시ㆍ건축,코로나가 더 심해지고 있는데 피난계단공사 말도안됩니다,작성일시 : 2021/05/11,답변완료
,,,,(처리중)
23471,건설ㆍ교통,불법현수막 철거요청,작성일시 : 2021/05/11,답변완료
,,,,(처리완료)
23466,환경ㆍ청소,하수구 냄새,작성일시 : 2021/05/11,답변완료
,,,,(처리완료)
23461,보건ㆍ복지,선별진료소 점심시간은 12시부터 아닌가요?,작성일시 : 2021/05/11,답변완료
,,,,(처리완료)
23460,도시ㆍ건축,학4구역,작성일시 : 2021/05/11,답변완료
,,,,(처리완료)
23459,환경ㆍ청소,계림동 그랜드센트럴 기부체납 공원 청소,작성일시 : 2021/05/11,답변완료
,,,,(처리중)
23442,건설ㆍ교통,교통 불편-불법주차단속 요청,작성일시 : 2021/05/10,답변완료
,,,,(처리완료)
23440,건설ㆍ교통,계림초 아이들을 지켜주세요 (6),작성일시 : 2021/05/10,답변완료
,,,,(처리완료)
23439,건설ㆍ교통,밤길안전을 위한 가로등 교체 및 파손 도로 포장 요청,작성일시 : 2021/05/10,답변완료
,,,,(중장기시행)
23436,건설ㆍ교통,산수오거리 주차단속,작성일시 : 2021/05/10,답변완료
,,,,(처리완료)
23431,건설ㆍ교통,용산지구 둘레길을 안전하고 쾌적한 산책로 만들어주세요,작성일시 : 2021/05/10,답변완료
,,,,(처리완료)
23430,건설ㆍ교통,충장로 노점상 단속 촉구,작성일시 : 2021/05/10,답변완료
,,,,(처리중)
23429,공원ㆍ체육,산수공원 잣나무 (1),작성일시 : 2021/05/10,답변완료
,,,,(처리중)
23428,건설ㆍ교통,맨홀 뚜껑 수평유지 시급,작성일시 : 2021/05/10,답변완료
,,,,(처리완료)
23426,건설ㆍ교통,그랜드센트럴 울타리 설치 허가바랍니다.,작성일시 : 2021/05/10,답변완료
,,,,(처리완료)
23423,환경ㆍ청소,학4지구 철거공사 불편,작성일시 : 2021/05/10,답변완료
,,,,(처리완료)
23420,공원ㆍ체육,공원 볼라드 설치 부탁드립니다! (1),작성일시 : 2021/05/09,답변완료
,,,,(처리완료)
23418,환경ㆍ청소,용산지구 lh아파트 뒤쪽길에 농작물경작금지,작성일시 : 2021/05/09,답변완료
,,,,(처리중)
23417,건설ㆍ교통,아파트공사 소음,작성일시 : 2021/05/08,답변완료
,,,,(처리완료)
23416,기타,늦은밤 소음 신고,작성일시 : 2021/05/08,답변완료
,,,,(처리중)
23415,환경ㆍ청소,흡연장소,작성일시 : 2021/05/08,답변완료
,,,,(처리완료)
23414,기타,신규 아파트관련 구청장님 확인해 주시기 바랍니다,작성일시 : 2021/05/08,답변완료
,,,,(처리중)
23413,건설ㆍ교통,민원,작성일시 : 2021/05/08,답변완료
,,,,(처리중)
23412,환경ㆍ청소,대문앞 쓰레기 수거 장소 변경 요청,작성일시 : 2021/05/08,답변완료
,,,,(처리완료)
23411,공원ㆍ체육,학동에도 공원과 작은도서관 필요.산책 및 쉴 공간이 없음,작성일시 : 2021/05/08,답변완료
,,,,(처리완료)
23410,환경ㆍ청소,학동4 구역재재발구역 철거 피해,작성일시 : 2021/05/08,답변완료
,,,,(처리완료)
23409,환경ㆍ청소,흡연과 노상방뇨,작성일시 : 2021/05/08,답변완료
,,,,(처리완료)
23408,건설ㆍ교통,아스팔트 패임과 도로 겹치는 지점 위험,작성일시 : 2021/05/08,답변완료
,,,,(처리완료)
23407,건설ㆍ교통,그랜드센트럴울타리반대합니다,작성일시 : 2021/05/08,답변완료
,,,,(처리완료)
23406,문화ㆍ경제,궁금합니다(동구도서관 전자책 서비스),작성일시 : 2021/05/08,답변완료
,,,,(처리중)
23405,도시ㆍ건축,그랜드센트럴@ 휀스설치 필요합니다. (1),작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23404,기타,푸른길 (1),작성일시 : 2021/05/07,답변완료
,,,,(처리중)
23403,도시ㆍ건축,"땅투기 및 주변환경오염, 지목변경 요청",작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23400,미담사례,청소행정과 윤섭현 계장님을 칭찬합니다!! (1),작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23397,도시ㆍ건축,그랜드센트럴 울타리 시급해요,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23395,도시ㆍ건축,그랜드센트럴 신속한 울타리설치,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23394,환경ㆍ청소,그랜드센트럴 울타리 꼭 필요합니다,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23393,기타,그랜드센트럴 울타리 설치 시급 마사회 등,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23392,환경ㆍ청소,그랜드센트럴 울타리설치 찬성합니다,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23391,기타,그랜드센트럴 울타리설치필요합니다,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23390,환경ㆍ청소,산책로 주변 농작물 및 시설(휀스 등) 철거 요청 (1),작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23389,도시ㆍ건축,그랜드셀트럴 울타리 시급합니다.,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23388,환경ㆍ청소,그랜드센트럴 울타리설치,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23387,기타,그랜드센트럴 울타리 적극 찬성합니다!!!,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23385,도시ㆍ건축,그랜드센트럴 울타리 꼭 필요합니다,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23384,도시ㆍ건축,그랜드센트럴 울타리 설치 찬성합니다,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23381,건설ㆍ교통,현실이 이렇습니다.,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23380,건설ㆍ교통,동구 그랜드마트 도로 점용하여 물건 적재합니다,작성일시 : 2021/05/07,답변완료
,,,,(처리중)
23379,도시ㆍ건축,중흥초등학교 통학로 개선,작성일시 : 2021/05/07,답변완료
,,,,(처리완료)
23377,기타,늦은 밤 소음 신고,작성일시 : 2021/05/07,답변완료
,,,,(처리중)
23375,도시ㆍ건축,그랜드센트럴울타리,작성일시 : 2021/05/06,답변완료
,,,,(처리완료)
23374,건설ㆍ교통,대각선 주차 (1),작성일시 : 2021/05/06,답변완료
,,,,(처리중)
23370,기타,그랜드센트럴 18통 통장 해촉을 원합니다,작성일시 : 2021/05/06,답변완료
,,,,(처리완료)
23365,건설ㆍ교통,동명동 삼미집에서 동명청과 사이 도로 횡단보도 설치해주세요 (1),작성일시 : 2021/05/06,답변완료
,,,,(처리중)
23364,건설ㆍ교통,도로 무단 점용 신고합니다!,작성일시 : 2021/05/06,답변완료
,,,,(처리완료)
23363,건설ㆍ교통,동구 그랜드 센트럴 문 못 달게 해주세요,작성일시 : 2021/05/06,답변완료
,,,,(처리완료)
23361,도시ㆍ건축,용산지구 에어컨실외기 단속해달라고요!!!,작성일시 : 2021/05/06,답변완료
,,,,(처리완료)
23351,도시ㆍ건축,선관위원 모집 파행,작성일시 : 2021/05/05,답변완료
,,,,(처리완료)
23350,건설ㆍ교통,교통신호기 작동 해주세요. (1),작성일시 : 2021/05/05,답변완료
,,,,(처리중)
23349,건설ㆍ교통,예비신호 (2),작성일시 : 2021/05/05,답변완료
,,,,(처리중)
23348,도시ㆍ건축,주차장 불법건축물,작성일시 : 2021/05/05,답변완료
,,,,(처리중)
23347,건설ㆍ교통,동구 경양로 234그랜드 센트럴 울타리 허가 금지요청,작성일시 : 2021/05/05,답변완료
,,,,(처리완료)
23346,건설ㆍ교통,광주동구 문화전당로 35번길 (1),작성일시 : 2021/05/05,답변완료
,,,,(처리완료)
23333,공원ㆍ체육,파3골프장 (1),작성일시 : 2021/05/04,답변완료
,,,,(처리중)
23329,보건ㆍ복지,테라스영업,작성일시 : 2021/05/04,답변완료
,,,,(처리완료)
23328,도시ㆍ건축,불법에어라이트간판,작성일시 : 2021/05/03,답변완료
,,,,(처리완료)
23327,도시ㆍ건축,산수동 가로등 불빛이 들어오지 않습니다,작성일시 : 2021/05/03,답변완료
,,,,(처리완료)
23326,기타,(건설과)성실하고이해가능한 답변부탁드림니다(정말로너무너무하십니다)이건아님니다,작성일시 : 2021/05/03,답변완료
,,,,(처리중)
23312,공원ㆍ체육,천변산책로 가로등 점검요망,작성일시 : 2021/05/03,답변완료
,,,,(처리완료)
23310,환경ㆍ청소,생활환경 관련입니다.,작성일시 : 2021/05/03,답변완료
,,,,(처리중)
23309,건설ㆍ교통,이런 차가 이렇게 주차해도 되는 지요? (2),작성일시 : 2021/05/03,답변완료
,,,,(처리중)
23308,환경ㆍ청소,쓰레기 및 재활용품 불법 배출장소 신고 (1),작성일시 : 2021/05/02,답변완료
,,,,(처리중)
23307,환경ㆍ청소,"23305, 23306 민원에 대한 불법 쓰레기 사진 첨부",작성일시 : 2021/05/02,답변완료
,,,,(처리중)
23306,환경ㆍ청소,불법쓰레기 투기자 신고합니다 (1),작성일시 : 2021/05/02,답변완료
,,,,(처리중)
23305,환경ㆍ청소,불법 쓰레기 투기자 신고합니다 (1),작성일시 : 2021/05/02,답변완료
,,,,(처리중)
23304,건설ㆍ교통,계림 센트럴파크 울타리 문제,작성일시 : 2021/05/02,답변완료
,,,,(처리완료)
23303,건설ㆍ교통,교통사고다발지역 (1),작성일시 : 2021/05/02,답변완료
,,,,(처리완료)
23302,미담사례,???,작성일시 : 2021/05/02,
23301,건설ㆍ교통,푸른길 옆 병원 공사현장 관련,작성일시 : 2021/05/02,답변완료
,,,,(처리중)
23300,도시ㆍ건축,동구 그랜드센트럴 울타리 설치 반대합니다,작성일시 : 2021/05/01,답변완료
,,,,(처리완료)
23299,환경ㆍ청소,구시청 사거리 거지 아저씨 신고합니다 (2),작성일시 : 2021/05/01,답변완료
,,,,(처리중)
23298,환경ㆍ청소,비교합니다 (2),작성일시 : 2021/05/01,답변완료
,,,,(처리완료)
23297,도시ㆍ건축,계림 센트럴파크내 펜스 설치 반대,작성일시 : 2021/05/01,답변완료
,,,,(처리완료)
23296,도시ㆍ건축,계림센트럴 아파트와 상가를 분리하는 펜스설치 결사반대합니다,작성일시 : 2021/05/01,답변완료
,,,,(처리완료)
23295,도시ㆍ건축,누구하나 죽어나가야 끝날 싸움이 될까요?,작성일시 : 2021/04/30,답변완료
,,,,(처리완료)
23283,건설ㆍ교통,불법주차 단속하신다면서요,작성일시 : 2021/04/30,답변완료
,,,,(처리완료)
23278,건설ㆍ교통,계림동 그랜드센트럴 맞은편 공용 주차장 없애주세요. 사고의 위험이 커요.,작성일시 : 2021/04/29,답변완료
,,,,(처리중)
23277,건설ㆍ교통,대인교회앞 인도 -노숙자불법적제물,작성일시 : 2021/04/29,답변완료
,,,,(처리중)
23274,공원ㆍ체육,계림동 그랜드센트럴 단지 팬스치는 것 반대합니다. (1),작성일시 : 2021/04/29,답변완료
,,,,(처리완료)
23273,도시ㆍ건축,아파트 출입구 관련 (1),작성일시 : 2021/04/29,답변완료
,,,,(처리완료)
23272,건설ㆍ교통,서로 상생하도록 도와주세요 (1),작성일시 : 2021/04/29,답변완료
,,,,(처리완료)
23270,건설ㆍ교통,계림교회 경사로길,작성일시 : 2021/04/29,답변완료
,,,,(처리완료)
23269,환경ㆍ청소,대인교회 앞 노숙인 불법 척지물 좀 치워주세요~또 쌓아놨어요ㅜㅜ,작성일시 : 2021/04/29,답변완료
,,,,(처리중)
23268,건설ㆍ교통,교통과 문의,작성일시 : 2021/04/29,답변완료
,,,,(처리완료)
23266,건설ㆍ교통,주정차 위반 관련,작성일시 : 2021/04/29,답변완료
,,,,(처리완료)
23265,도시ㆍ건축,광주 마사회 건물 상단 유리 빛반사로 인해 실명이 될 지경입니다! 마사회 건물의 상단 모든 유창에 빛반사가 되지 않게 필름 부착등의 개선 요청 민원드립니다~ (2),작성일시 : 2021/04/29,답변완료
,,,,(처리완료)
23257,미담사례,동명동 오승연 직원분 고맙습니다 (1),작성일시 : 2021/04/28,답변완료
,,,,(처리완료)
23256,기타,문화전당 주변 소음 (1),작성일시 : 2021/04/28,답변완료
,,,,(처리완료)
23255,기타,소음 (1),작성일시 : 2021/04/28,답변완료
,,,,(처리완료)
23254,기타,동구청 앞 소음 (1),작성일시 : 2021/04/28,답변완료
,,,,(처리완료)
23253,환경ㆍ청소,비둘기똥으로 지저분해요,작성일시 : 2021/04/28,답변완료
,,,,(처리중)
23252,건설ㆍ교통,먼지,작성일시 : 2021/04/28,답변완료
,,,,(처리완료)
23249,도시ㆍ건축,퇴근시간때만돼면녹동마을주변도로가차들로날리고요.,작성일시 : 2021/04/28,답변완료
,,,,(처리중)
23241,도시ㆍ건축,해도 넘^^ 단속해주세요!!! (1),작성일시 : 2021/04/28,답변완료
,,,,(처리완료)
23240,건설ㆍ교통,용산교 모퉁이 정비요청 드립니다...,작성일시 : 2021/04/28,답변완료
,,,,(처리완료)
23238,건설ㆍ교통,그랜드센트럴 주변 안전 휀스 도대체 언제 보수(설치) 해주실건가요?,작성일시 : 2021/04/28,답변완료
,,,,(처리중)
23237,환경ㆍ청소,광주대인교회 앞 보행로에 노숙인의 불법 점유 적치물 제거 해주세요!,작성일시 : 2021/04/28,답변완료
,,,,(처리중)
23235,기타,보행자안전을 위한 차도와 인도 구분턱 설치 요청 (4번째),작성일시 : 2021/04/28,답변완료
,,,,(처리완료)
23234,환경ㆍ청소,생활 환경 관련입니다.,작성일시 : 2021/04/28,답변완료
,,,,(처리중)
23233,환경ㆍ청소,쓰레기 및 재활용품 배출시간 (1),작성일시 : 2021/04/28,답변완료
,,,,(처리완료)
23232,건설ㆍ교통,대표회의 안건 4,작성일시 : 2021/04/27,답변완료
,,,,(처리완료)
23231,환경ㆍ청소,주민불편민원,작성일시 : 2021/04/27,답변완료
,,,,(처리완료)
23230,기타,지방소득세 체납세 돌려달라,작성일시 : 2021/04/27,답변완료
,,,,(처리완료)
23229,도시ㆍ건축,광역시 땅을 안방처럼 쓰고있으며 노인들이 앉아있음 소금을 한 바가지 뿌립니다,작성일시 : 2021/04/27,답변완료
,,,,(처리중)
23224,환경ㆍ청소,쓰레기 관련 문의 입니다.,작성일시 : 2021/04/27,답변완료
,,,,(처리완료)
23210,건설ㆍ교통,안녕하세요 (1),작성일시 : 2021/04/27,답변완료
,,,,(처리완료)
23209,건설ㆍ교통,민원,작성일시 : 2021/04/27,답변완료
,,,,(처리완료)
