가상번호,분류,제목,등록일자,처리상태
23207,환경ㆍ청소,재활용 수거 부탁드려봅니다 (2),작성일시 : 2021/04/27,답변완료
,,,,(처리완료)
23200,건설ㆍ교통,가로등 확인바랍니다,작성일시 : 2021/04/27,답변완료
,,,,(처리완료)
23198,건설ㆍ교통,방지턱 함몰,작성일시 : 2021/04/26,답변완료
,,,,(처리완료)
23194,건설ㆍ교통,동구월남동녹동옆개을에다리가설 (2),작성일시 : 2021/04/26,답변완료
,,,,(처리중)
23192,도시ㆍ건축,민원,작성일시 : 2021/04/26,답변완료
,,,,(처리완료)
23191,보건ㆍ복지,코로나 예방접종 안내하는 직원 바꾸세요,작성일시 : 2021/04/26,답변완료
,,,,(처리중)
23190,기타,내남지구텃밭 (1),작성일시 : 2021/04/26,답변완료
,,,,(처리완료)
23186,건설ㆍ교통,출근시간에 좌회전 신호를 켜주시기 바랍니다. (1),작성일시 : 2021/04/26,답변완료
,,,,(처리중)
23184,건설ㆍ교통,민원 (1),작성일시 : 2021/04/26,답변완료
,,,,(처리완료)
23182,보건ㆍ복지,코로나로 영업시간 변경후,작성일시 : 2021/04/26,답변완료
,,,,(처리중)
23181,도시ㆍ건축,계림동 소음,작성일시 : 2021/04/25,답변완료
,,,,(처리중)
23179,환경ㆍ청소,동구 구시청 사거리 거지 아저씨를 신고합니다 (1),작성일시 : 2021/04/25,답변완료
,,,,(처리중)
23177,공원ㆍ체육,신양파크호텔부지 (1),작성일시 : 2021/04/25,답변완료
,,,,(처리완료)
23176,환경ㆍ청소,김치 상추 마늘 재활용,작성일시 : 2021/04/25,답변완료
,,,,(처리완료)
23173,건설ㆍ교통,보안등 타이머 조정,작성일시 : 2021/04/24,답변완료
,,,,(처리완료)
23171,환경ㆍ청소,하수도 청소 및 방역,작성일시 : 2021/04/24,답변완료
,,,,(처리중)
23170,환경ㆍ청소,"인도, 소공원 조성 이후에도 완벽 마감 바랍니다. (1)",작성일시 : 2021/04/24,답변완료
,,,,(처리완료)
23169,환경ㆍ청소,계림동 그랜드센트럴 기부채납 공원 청소,작성일시 : 2021/04/24,답변완료
,,,,(처리중)
23167,환경ㆍ청소,화단파손 (1),작성일시 : 2021/04/23,답변완료
,,,,(처리완료)
23166,도시ㆍ건축,건축물신고,작성일시 : 2021/04/23,답변완료
,,,,(처리중)
23164,건설ㆍ교통,불법주정차지방치한차지,작성일시 : 2021/04/23,답변완료
,,,,(처리완료)
23156,건설ㆍ교통,공사장,작성일시 : 2021/04/23,답변완료
,,,,(처리완료)
23155,도시ㆍ건축,주출입구 없는 아파트건축,작성일시 : 2021/04/23,답변완료
,,,,(처리완료)
23154,공원ㆍ체육,고사된 나무 교체 요청,작성일시 : 2021/04/23,답변완료
,,,,(처리완료)
23151,건설ㆍ교통,하수도공사로 인한 불편,작성일시 : 2021/04/23,답변완료
,,,,(처리완료)
23147,도시ㆍ건축,흐남맨션조합사업 주출입구관련,작성일시 : 2021/04/23,답변완료
,,,,(처리완료)
23146,건설ㆍ교통,산수동 명지로드힐 자정이후 건축소음,작성일시 : 2021/04/23,답변완료
,,,,(처리중)
23145,건설ㆍ교통,가로등 수리요청 (1),작성일시 : 2021/04/22,답변완료
,,,,(처리완료)
23141,미담사례,코로나 백신 접종 관련분들에게 감사드려요 (1),작성일시 : 2021/04/22,답변완료
,,,,(처리완료)
23140,건설ㆍ교통,입주자대표회의 안건 3,작성일시 : 2021/04/22,답변완료
,,,,(처리완료)
23138,건설ㆍ교통,지원1동동사무소 앞 도로,작성일시 : 2021/04/22,답변완료
,,,,(처리완료)
23135,도시ㆍ건축,건축과 곽윤채주무관님,작성일시 : 2021/04/22,답변완료
,,,,(처리완료)
23132,미담사례,다회용컵 사용에 앞장선 멋진고객,작성일시 : 2021/04/22,답변완료
,,,,(처리완료)
23128,미담사례,주민을부모와같이모시는우리동장님 (2),작성일시 : 2021/04/22,답변완료
,,,,(처리완료)
23127,건설ㆍ교통,편의점 야외 테라스 문제,작성일시 : 2021/04/22,답변완료
,,,,(처리완료)
23126,공원ㆍ체육,동구 체육회 산하 조직의 불법적인 행위를 신고하고자 합니다.,작성일시 : 2021/04/21,답변완료
,,,,(처리중)
23123,건설ㆍ교통,대표회의 안건 2,작성일시 : 2021/04/21,답변완료
,,,,(처리완료)
23113,기타,75세이상 코로나바이러스 접종 수송관련 문의드립니다.,작성일시 : 2021/04/20,답변완료
,,,,(처리중)
23112,환경ㆍ청소,불법쓰레기 처리 및 투기자 적발 요망 (1),작성일시 : 2021/04/20,답변완료
,,,,(처리중)
23103,건설ㆍ교통,어린이속도제한구역 (1),작성일시 : 2021/04/20,답변완료
,,,,(처리중)
23102,도시ㆍ건축,공동주택 용어,작성일시 : 2021/04/20,답변완료
,,,,(처리완료)
23100,공원ㆍ체육,지원동 골드클래스 옆 녹지지대 고사목 식재요청,작성일시 : 2021/04/19,답변완료
,,,,(처리중)
23098,기타,주택 대형견,작성일시 : 2021/04/19,답변완료
,,,,(처리중)
23096,보건ㆍ복지,대표회의 안건,작성일시 : 2021/04/19,답변완료
,,,,(처리완료)
23093,공원ㆍ체육,벤치를 설치해주세요,작성일시 : 2021/04/19,답변완료
,,,,(처리완료)
23091,보건ㆍ복지,확인부탁드립니다,작성일시 : 2021/04/19,답변완료
,,,,(처리완료)
23089,환경ㆍ청소,오토바이 배기소음,작성일시 : 2021/04/19,답변완료
,,,,(처리중)
23086,건설ㆍ교통,학운1동 전기차충전소 고장 수리바랍니다,작성일시 : 2021/04/18,답변완료
,,,,(처리중)
23085,기타,언제 보나요? (1),작성일시 : 2021/04/18,답변완료
,,,,(처리완료)
23084,환경ㆍ청소,학4지구 건설폐기물 비산먼지 관련,작성일시 : 2021/04/18,답변완료
,,,,(처리중)
23083,환경ㆍ청소,계림1동 공금동 주무관님 칭찬합니다. (1),작성일시 : 2021/04/17,답변완료
,,,,(처리완료)
23082,도시ㆍ건축,건축과장님 귀하,작성일시 : 2021/04/17,답변완료
,,,,(처리완료)
23080,미담사례,동 명동 직원 칭찬 합니 다 (2),작성일시 : 2021/04/17,답변완료
,,,,(처리완료)
23079,건설ㆍ교통,계림동성당입구 도로상황,작성일시 : 2021/04/17,답변완료
,,,,(처리중)
23078,건설ㆍ교통,버스정류장앞 승객 보호,작성일시 : 2021/04/17,답변완료
,,,,(처리중)
23077,환경ㆍ청소,동산로얄 등산로입구쪽 쓰레기,작성일시 : 2021/04/16,답변완료
,,,,(처리완료)
23076,공원ㆍ체육,동구스포츠클럽의 코트 독점행위와 클럽 외 사람 운동 못 하도록 압박행위 건,작성일시 : 2021/04/16,답변완료
,,,,(처리중)
23070,건설ㆍ교통,천변좌로 650번길 주정차단속 문의합니다.,작성일시 : 2021/04/16,답변완료
,,,,(처리완료)
23059,건설ㆍ교통,공사장트럭공포유발,작성일시 : 2021/04/16,답변완료
,,,,(처리중)
23058,공원ㆍ체육,가로등수리좀요,작성일시 : 2021/04/16,답변완료
,,,,(처리완료)
23057,건설ㆍ교통,가로등 고장수리부탁요청,작성일시 : 2021/04/15,답변완료
,,,,(처리완료)
23044,기타,충장동 주민자치회 주사님 칭찬합니다 (1),작성일시 : 2021/04/15,답변완료
,,,,(처리완료)
23041,보건ㆍ복지,보육교사 선제검사,작성일시 : 2021/04/15,답변완료
,,,,(처리중)
23040,미담사례,지산1동 김유리주무관님의 친절함에 너무너무 감동했습니다. (1),작성일시 : 2021/04/15,답변완료
,,,,(처리완료)
23031,문화ㆍ경제,동구시민수당지원사업정책사업,작성일시 : 2021/04/14,답변완료
,,,,(처리중)
23029,건설ㆍ교통,도로파손수리,작성일시 : 2021/04/14,답변완료
,,,,(처리완료)
23027,도시ㆍ건축,가로등고장,작성일시 : 2021/04/14,답변완료
,,,,(처리완료)
23025,도시ㆍ건축,계림동 이마트의 갑작스러운 철수로 너무 당황스럽고 피해가 막심합니다.,작성일시 : 2021/04/14,답변완료
,,,,(처리중)
23022,도시ㆍ건축,동명동 도시재생 뉴딜구역,작성일시 : 2021/04/14,답변완료
,,,,(처리중)
23021,건설ㆍ교통,"한미쇼핑사거리 근처 21시 30분 경 ,불법 주정차로 인한 교통 방해",작성일시 : 2021/04/14,답변완료
,,,,(처리완료)
23016,기타,포장과가로등,작성일시 : 2021/04/14,답변완료
,,,,(처리중)
23012,건설ㆍ교통,황금주차장 출입하는곳,작성일시 : 2021/04/13,답변완료
,,,,(처리완료)
23011,기타,광주시민들을 위해 대기업의 횡포를 부디 막아주세요,작성일시 : 2021/04/13,답변완료
,,,,(처리중)
23006,도시ㆍ건축,동광주 이마트 소상공인들의 전기요금 폭탄을 막아 주세요.,작성일시 : 2021/04/13,답변완료
,,,,(처리중)
23002,건설ㆍ교통,계림동 이마트 업무종료,작성일시 : 2021/04/13,답변완료
,,,,(처리중)
23000,도시ㆍ건축,공동주택분쟁조정신청,작성일시 : 2021/04/13,답변완료
,,,,(처리완료)
22996,건설ㆍ교통,민원취하 바랍니다 (1),작성일시 : 2021/04/13,답변완료
,,,,(처리완료)
22993,공원ㆍ체육,무등산그린웰로제비앙 기부채납지 소공원 출입금지 팻말 정비 요망,작성일시 : 2021/04/13,답변완료
,,,,(처리중)
22992,건설ㆍ교통,인도 볼라드 파손 확인,작성일시 : 2021/04/12,답변완료
,,,,(처리완료)
22988,공원ㆍ체육,공원관리 문의 (1),작성일시 : 2021/04/12,답변완료
,,,,(처리중)
22986,기타,가로등 고장 (1),작성일시 : 2021/04/12,답변완료
,,,,(처리완료)
22985,기타,이마트 동광주점의 전기요금 분쟁을 조정해 주시기 바랍니다. (1),작성일시 : 2021/04/12,답변완료
,,,,(처리중)
22984,도시ㆍ건축,계림동 이마트와 분쟁을 해결해주시기 바랍니다.,작성일시 : 2021/04/12,답변완료
,,,,(처리중)
22981,미담사례,김유석선생님을 칭찬합니다. (1),작성일시 : 2021/04/12,답변완료
,,,,(처리완료)
22974,보건ㆍ복지,전남대병원 선별진료소 운영 및 진료기준에 대한 민원,작성일시 : 2021/04/11,답변완료
,,,,(처리중)
22973,환경ㆍ청소,맨홀뚜껑교체,작성일시 : 2021/04/11,답변완료
,,,,(처리완료)
22972,환경ㆍ청소,동구 소태길 7-2 번지 더조은 노인복지센터 앞 하수구 모기무리발생건,작성일시 : 2021/04/11,답변완료
,,,,(처리완료)
22971,공원ㆍ체육,선교저수지 건널목,작성일시 : 2021/04/11,답변완료
,,,,(중장기시행)
22970,보건ㆍ복지,어르신들 등산모임,작성일시 : 2021/04/11,답변완료
,,,,(처리중)
22967,기타,"소상공인의 피와눔물을 빨아먹는 동광주이마트,,,",작성일시 : 2021/04/10,답변완료
,,,,(처리중)
22966,건설ㆍ교통,후안무치 동광주이마트와 쓰러져가는 소상공인들과의 문제해결을 조속히 해결해 주시길 바랍니다.,작성일시 : 2021/04/10,답변완료
,,,,(처리중)
22965,건설ㆍ교통,계림동 소상인들과 이마트 동광주점의 문제를 해결 바랍니다.,작성일시 : 2021/04/10,답변완료
,,,,(처리중)
22964,건설ㆍ교통,계림동 이마트 동광주점과 소상인들의 분쟁을 조정해 주시기 바랍니다.,작성일시 : 2021/04/10,답변완료
,,,,(처리중)
22960,도시ㆍ건축,가로등정비,작성일시 : 2021/04/09,답변완료
,,,,(처리완료)
22959,기타,용산생활 체육공원 문의입니다.,작성일시 : 2021/04/09,답변완료
,,,,(처리완료)
22958,건설ㆍ교통,교통지도 공무원 박정현 주무관의 불친절과 궤변성 답변으로 피해를 입었습니다.,작성일시 : 2021/04/09,답변완료
,,,,(처리완료)
22957,건설ㆍ교통,조속히 협의해주세요 (1),작성일시 : 2021/04/09,답변완료
,,,,(처리완료)
22956,건설ㆍ교통,반사거울문의,작성일시 : 2021/04/09,답변완료
,,,,(처리완료)
22954,건설ㆍ교통,공사장먼지,작성일시 : 2021/04/09,답변완료
,,,,(처리완료)
22951,기타,계림동 이마트관련 분쟁해결 및 조정요청,작성일시 : 2021/04/09,답변완료
,,,,(처리중)
22950,공원ㆍ체육,22921번 용산지구 공원 잡초제거 관련 사진첨부와 재촉구,작성일시 : 2021/04/09,답변완료
,,,,(처리중)
22948,건설ㆍ교통,화순->광주방면 동구다목적체육관쪽 순환도로 끼어들기 단속,작성일시 : 2021/04/09,답변완료
,,,,(처리완료)
22947,문화ㆍ경제,농로길포장,작성일시 : 2021/04/09,답변완료
,,,,(처리중)
22946,도시ㆍ건축,농장다리 옆건물 공사장 인도 무단점거 긴급,작성일시 : 2021/04/09,답변완료
,,,,(처리완료)
22941,도시ㆍ건축,동구소재 154개 소상공인들을 살려 주십시요!,작성일시 : 2021/04/08,답변완료
,,,,(처리중)
22937,도시ㆍ건축,도시 건축시 참고해주세요,작성일시 : 2021/04/08,답변완료
,,,,(처리완료)
22934,미담사례,코로나 예방을 위해서 동구청장님과 주무관님 힘써 주시기 바랍니다.,작성일시 : 2021/04/07,답변완료
,,,,(처리중)
22933,보건ㆍ복지,'밤에는 식당 주말엔 결혼식장으로'…코로나 방역 '구슬땀' 공직자들,작성일시 : 2021/04/07,답변완료
,,,,(처리중)
22927,보건ㆍ복지,산수1동 이종석 주무관님을 칭찬합니다 (1),작성일시 : 2021/04/07,답변완료
,,,,(처리완료)
22926,미담사례,지원2동 동장님ㆍ직원분 감사합니다. (5),작성일시 : 2021/04/07,답변완료
,,,,(처리완료)
22925,건설ㆍ교통,학교 공사로 인해 소음과 집에 균열이 심해요 (1),작성일시 : 2021/04/07,답변완료
,,,,(처리중)
22924,기타,노출된 전선 확인 (1),작성일시 : 2021/04/07,답변완료
,,,,(처리완료)
22921,공원ㆍ체육,용산지구 공원 봄철 잡초제거 바랍니다.,작성일시 : 2021/04/07,답변완료
,,,,(처리중)
22920,건설ㆍ교통,포트홀 (1),작성일시 : 2021/04/07,답변완료
,,,,(처리중)
22916,건설ㆍ교통,주차단속 부탁드립니다,작성일시 : 2021/04/07,답변완료
,,,,(처리완료)
22914,도시ㆍ건축,케이블선 전봇대 이동요청 (1),작성일시 : 2021/04/07,답변완료
,,,,(처리중)
22912,기타,체육센터 주차장 ㅡㅡ,작성일시 : 2021/04/07,답변완료
,,,,(처리완료)
22902,건설ㆍ교통,차라리 도로를 막아주세요 (2),작성일시 : 2021/04/06,답변완료
,,,,(처리완료)
22901,건설ㆍ교통,불법주정차,작성일시 : 2021/04/06,답변완료
,,,,(처리완료)
22890,도시ㆍ건축,공동주택 공용관 누수 관련,작성일시 : 2021/04/04,답변완료
,,,,(처리완료)
22889,도시ㆍ건축,처마 물받이를 설치를 하도록 지도해주세요.,작성일시 : 2021/04/04,답변완료
,,,,(처리중)
22888,도시ㆍ건축,가로등 교체및 고자수리,작성일시 : 2021/04/03,답변완료
,,,,(처리완료)
22887,건설ㆍ교통,가로등 고장수리부탁요청,작성일시 : 2021/04/03,답변완료
,,,,(처리완료)
22886,기타,코로나19예방접종안내,작성일시 : 2021/04/03,답변완료
,,,,(처리완료)
22885,도시ㆍ건축,[질의] 양수금 처리 기준,작성일시 : 2021/04/03,답변완료
,,,,(처리완료)
22884,기타,소음,작성일시 : 2021/04/02,답변완료
,,,,(처리완료)
22883,도시ㆍ건축,홍보 (3),작성일시 : 2021/04/02,답변완료
,,,,(처리중)
22882,보건ㆍ복지,불량세입자집 청소요청,작성일시 : 2021/04/02,답변완료
,,,,(처리중)
22880,공원ㆍ체육,잔디밭 애견출입되는곳인지,작성일시 : 2021/04/02,답변완료
,,,,(처리중)
22878,건설ㆍ교통,외지인주차,작성일시 : 2021/04/02,답변완료
,,,,(중장기시행)
22869,기타,가로등 불빛이 안나옵니다,작성일시 : 2021/04/02,답변완료
,,,,(처리완료)
22868,기타,편의점 야외테라스(테이블) 소음 문제,작성일시 : 2021/04/02,답변완료
,,,,(처리중)
22867,환경ㆍ청소,조대주변 등하교길,작성일시 : 2021/04/01,답변완료
,,,,(처리완료)
22866,공원ㆍ체육,내남동 진아리채 주변 벚나무,작성일시 : 2021/04/01,답변완료
,,,,(처리완료)
22862,건설ㆍ교통,&apos;공용주차장(동구 계림동 808) 불친절 및 관리소홀&apos;,작성일시 : 2021/04/01,답변완료
