분류,제목,날짜_월,날짜_일
건설교통,번호판 미인식으로 불수용,5,28
환경청소,소음이 심해요,5,28
환경청소,자꾸 무언가를 태웁니다 ,5,28
보건복지,민주유공자의 종 의료보험혜택에 관해,5,28
건설교통,불법주정차,5,28
도시건축,공사소음,5,28
건설교통,큰 소리로 놀래요,5,28
도시건축,선관위원장 직무대행 역할,5,28
건설교통,살레시오여고 일방로 오토바이 주차단속 ,5,27
도시건축,보도블럭 꺼짐,5,27
건설교통,공사차량 불법인도점령 및 차량방지봉 훼손,5,27
기타,반려동물 키센티미터 등록제시행,5,27
도시건축,인도땅꺼짐,5,27
환경청소,비둘기 밥주는 분이 계십니다,5,27
문화경제,영어회화,5,27
도시건축,가로등 불이 안들어와요,5,26
기타,부가가치세 또는 종합소득신고 ,5,26
건설교통,동명동 거주자 우선 주차,5,26
보건복지,동명동의 심각성,5,26
보건복지,다시 위생민원신고합니다,5,26
도시건축,늘어진 전기줄 ,5,26
건설교통,조선대 사거리 법원방향 직진차선 개선바람 ,5,26
도시건축,광신건설 도둑공사,5,26
건설교통,통행불편,5,26
도시건축,선교지구,5,26
건설교통,도로 맨홀이 너무 낮아 운전하는데 위험합니다,5,26
도시건축,선관위원 불법 선출 고발,5,25
환경청소,가로수 전지 작업 후 청소 불이행,5,25
건설교통,불법주차 강력히 단속해 주세요,5,25
건설교통,도로파손으로 인해 어르신들이불편을느끼십니다,5,25
미담사례,동명동행정복지센터 직원분 칭찬합니다 ,5,25
도시건축,슬레이트 지붕이 위험해요,5,25
건설교통,무등산관광호텔 올라가는 입구철조망 철거,5,25
건설교통,주차단속에 대해,5,25
건설교통,관리규약 개정,5,25
기타,충장로 시내 특정매장이 너무 시끄럽습니다,5,25
도시건축,가로등정비,5,25
건설교통,건설현장 먼지 ,5,25
건설교통,시내 노점상,5,25
환경청소,도로변 맹견 사육,5,25
건설교통,파손된 인도 규제봉 정비 바랍니다 ,5,25
보건복지,계림동 메가커피 위생민원,5,25
건설교통,예술의거리입구 버스정류장 앞 도로파임 ,5,24
공원체육,장원정 시계약 넣어주세요,5,24
환경청소,우천시 하수도 역류,5,24
건설교통,하천옆 비좁은 도로 차량통행 출입금지 조치해 주세요 ,5,24
도시건축,동구청과 광신건설,5,24
도시건축,처음부터 피난계단 설계도면은 있었습니까 ,5,24
도시건축,입주민 동의없는 불법계단공사,5,24
도시건축,광신건설 동구청은 피난계단공사에 대해 사과부터 하세요,5,24
건설교통,관리규약 개정제안 ,5,24
도시건축,광신계단공사중지시키십시오,5,24
도시건축,동구청 건축과의 불성실함과 무책임,5,24
도시건축,현재 건축과의 무기력한 업무에 분노합니다,5,24
건설교통,문제의 광신건설사와 동구청,5,24
도시건축,동구청 건축과의 차선도로공사 ,5,24
건설교통,아파트 입주민의 재산권을 침해당하는 공사가 진행되고 있습니다,5,24
도시건축,불법건축 불법승인,5,24
도시건축,도시계획이라는 단지내도로 누구작품인가요,5,24
도시건축,모든 불법에 승인하고 묵인하는 동구청책임자를 반드시 처벌을 요구합니다,5,24
도시건축,모든 불법에 승인하고 묵인하는 동구청책임자를 반드시 처벌을 요구합니다,5,24
건설교통,조폭 건설사 광신 ,5,24
건설교통,무등산 명지로드힐 도로 공사로 인한 영업피해 및 소음진동,5,24
도시건축,땅 꺼짐보완,5,24
건설교통,가로등 수리,5,23
도시건축,공사 소음줄여주세요,5,23
기타,마트소음,5,23
기타,계림동치안,5,23
보건복지,스크린경마장 노마스크단속 요망,5,23
공원체육,산책로 가로등 정비 및 제초작업 요망,5,22
도시건축,공사로 인한 주거생활피해 ,5,22
환경청소,동명병원 지금 오후 부터 쭉 공사소음 심각,5,22
건설교통,실외기 바람 관련 문의드립니다,5,22
기타,제초 ,5,22
도시건축,계림동 집앞 배수시설 문제 해결바람,5,22
도시건축,인도 경사각 확인 요망,5,22
보건복지,계림동 메가커피 위생신고합니다,5,22
도시건축,대인동 술집 앞 테라스문제 복도 공용구간 사용,5,21
건설교통,불법주차신고합니다,5,21
환경청소,여름인데 내 집에서 문을 열 수가 없습니다 ,5,21
건설교통,광주천 자전거도로 공사 잘좀 해주세요,5,21
건설교통,스쿨존 내 도로 보수 요청 ,5,21
기타,마트 소음공해,5,20
기타,새벽 편의점 노상 음주 고성방가,5,20
건설교통,황금동 노점상 단속 촉구,5,20
기타,글을 읽어보시고 개선 부탁 드립니다,5,20
미담사례,육아종합지원센터 최고 ,5,20
도시건축,가로등고장,5,20
건설교통,월남동 버스차고지 이전 관련,5,19
건설교통,사고다발지점,5,19
도시건축,무효와 복권 후 이전 수당 지급,5,19
건설교통,동명병원 신축공사는 휴일에도 진행 중 ,5,19
건설교통,불법 적재물 처리요망,5,18
건설교통,동명동 동밖어울림센타 리모델링공사 현장관련 하자민원,5,18
환경청소,일에 방역요청했는데 아직도접수중이네요,5,18
도시건축,불필요한 사항 시정 요청 ,5,18
건설교통,여전한 대각선 주차를 뛰어 넘어 이중주차,5,18
도시건축,제대로 일 못하는 공동주택계를 고발합니다,5,18
기타,청장 비서실에 공개 요청합니다 ,5,18
기타,애완견 문제가 사는데 애로사항입니다 ,5,18
건설교통,불법 주정차 단속이 문제가 아니네요,5,17
건설교통,불법 적재물 처리요망,5,17
도시건축,도로공사로인한 피해,5,17
도시건축,건물 층 주차장에 불법으로 창호와 폴딩 도어를 설치해서 가게 운영중인 곳을 신고합니다,5,17
환경청소,계림교회 빛 공해저녁에 십자가 전광판 불을 못켜도록 해주세요 너무 너무 불편합니다 ,5,17
환경청소,계림동 그랜드센트럴 기부체납 공원 청소,5,17
기타,옥상에서 개가 미친듯이 짖어요 ,5,17
도시건축,입주민이 방역 안전수칙에 의거한 공사민원을 제시한것도 공사방해가 되나요,5,17
도시건축,건축물 신고,5,16
기타,지방 공휴일에 대한 질문,5,16
건설교통,여전한 대각선 주차 ,5,16
환경청소,원일정화 분뇨수거 회사,5,16
환경청소,식당매연및도로화분점유,5,15
건설교통,도로 불법적치물 관련,5,15
도시건축,에어컨실외기 설치기준과 위반시 처벌은,5,15
도시건축,관리주체의 관리,5,15
환경청소,동명동 주택가 쓰레기 문제가 해결되지 않고 있습니다,5,15
건설교통,개인주택앞 장기간 방치차량 조치요청,5,14
건설교통,빈집이 허물어지려고해요,5,14
건설교통,빈집이 허물어지고 있어요,5,14
건설교통,교통사고 유발 위험 인도 불법 적치물,5,14
보건복지,코로나 세이상 코로나 예방접종 순서에 대하여,5,14
보건복지,안녕하세요,5,14
건설교통,동구청 건축과장님께,5,14
건설교통,남문로 번길 아스콘 노후화 포장복구에 대한 물고임 민원 처리 건,5,13
건설교통,현수막 철거 부탁드립니다,5,13
건설교통,사망사고 아니여서 다행입니다 ,5,13
도시건축,위험한 계단공사 막아주세요,5,13
도시건축,광신 입주민의 재산을 지켜주세요,5,13
도시건축,광신건설의 비상계단 공사,5,13
도시건축,광신건설은 입주민동의없이 계단을 부수고 있습니다,5,13
도시건축,규격에 안맞는 계단공사 해놓고 이제와서,5,13
환경청소,공사현장및주변주택에 방역해주세요,5,13
도시건축,계단난간을 함부로 부수지 마세요,5,13
건설교통,산수동 광신건설 광신프로그레스 아파트 방역수칙위반 공사 신고합니다,5,13
도시건축,상가피난계단공사 후 계단손잡이도 제대로 안박아놓은 광신건설,5,13
환경청소,공공공지 예초 바랍니다 ,5,13
환경청소,특정공사사전신고와 승인,5,13
건설교통,현수막 철거 부탁드립니다,5,12
환경청소,계림교회 빛 공해십자가 전광판 불 좀 꺼주세요,5,12
도시건축,해촉을 동의한 입주민들에 동의서,5,12
건설교통,소상공인 죽이는 민원 신청 하는 사람 보시오,5,12
건설교통,소상공인 죽이는 민원 신청 하는 사람 보시오,5,12
건설교통,인도 차량 규제봉 및 보도블럭 파손,5,12
건설교통,횡단보도옆 햇빛차광 대형 양산,5,12
환경청소,철거 배출물 성상별 처리,5,12
환경청소,철거공사 작업개시 시간,5,12
도시건축,계림스테이션 인허가 지연 요청 건,5,11
도시건축,코로나가 더 심해지고 있는데 피난계단공사 말도안됩니다,5,11
건설교통,불법현수막 철거요청,5,11
환경청소,하수구 냄새,5,11
보건복지,선별진료소 점심시간은 시부터 아닌가요,5,11
도시건축,학구역,5,11
환경청소,계림동 그랜드센트럴 기부체납 공원 청소,5,11
건설교통,교통 불편불법주차단속 요청,5,10
건설교통,계림초 아이들을 지켜주세요 ,5,10
건설교통,밤길안전을 위한 가로등 교체 및 파손 도로 포장 요청,5,10
건설교통,산수오거리 주차단속,5,10
건설교통,용산지구 둘레길을 안전하고 쾌적한 산책로 만들어주세요,5,10
건설교통,충장로 노점상 단속 촉구,5,10
공원체육,산수공원 잣나무 ,5,10
건설교통,맨홀 뚜껑 수평유지 시급,5,10
건설교통,그랜드센트럴 울타리 설치 허가바랍니다,5,10
환경청소,학지구 철거공사 불편,5,10
공원체육,공원 볼라드 설치 부탁드립니다 ,5,9
환경청소,용산지구 아파트 뒤쪽길에 농작물경작금지,5,9
건설교통,아파트공사 소음,5,8
기타,늦은밤 소음 신고,5,8
환경청소,흡연장소,5,8
기타,신규 아파트관련 구청장님 확인해 주시기 바랍니다,5,8
건설교통,민원,5,8
환경청소,대문앞 쓰레기 수거 장소 변경 요청,5,8
공원체육,학동에도 공원과 작은도서관 필요산책 및 쉴 공간이 없음,5,8
환경청소,학동 구역재재발구역 철거 피해,5,8
환경청소,흡연과 노상방뇨,5,8
건설교통,아스팔트 패임과 도로 겹치는 지점 위험,5,8
건설교통,그랜드센트럴울타리반대합니다,5,8
문화경제,궁금합니다동구도서관 전자책 서비스,5,8
도시건축,그랜드센트럴 휀스설치 필요합니다 ,5,7
기타,푸른길 ,5,7
도시건축,땅투기 및 주변환경오염 지목변경 요청,5,7
미담사례,청소행정과 윤섭현 계장님을 칭찬합니다 ,5,7
도시건축,그랜드센트럴 울타리 시급해요,5,7
도시건축,그랜드센트럴 신속한 울타리설치,5,7
환경청소,그랜드센트럴 울타리 꼭 필요합니다,5,7
기타,그랜드센트럴 울타리 설치 시급 마사회 등,5,7
환경청소,그랜드센트럴 울타리설치 찬성합니다,5,7
기타,그랜드센트럴 울타리설치필요합니다,5,7
환경청소,산책로 주변 농작물 및 시설휀스 등 철거 요청 ,5,7
도시건축,그랜드셀트럴 울타리 시급합니다,5,7
환경청소,그랜드센트럴 울타리설치,5,7
기타,그랜드센트럴 울타리 적극 찬성합니다,5,7
도시건축,그랜드센트럴 울타리 꼭 필요합니다,5,7
도시건축,그랜드센트럴 울타리 설치 찬성합니다,5,7
건설교통,현실이 이렇습니다,5,7
건설교통,동구 그랜드마트 도로 점용하여 물건 적재합니다,5,7
도시건축,중흥초등학교 통학로 개선,5,7
기타,늦은 밤 소음 신고,5,7
도시건축,그랜드센트럴울타리,5,6
건설교통,대각선 주차 ,5,6
기타,그랜드센트럴 통 통장 해촉을 원합니다,5,6
건설교통,동명동 삼미집에서 동명청과 사이 도로 횡단보도 설치해주세요 ,5,6
건설교통,도로 무단 점용 신고합니다,5,6
건설교통,동구 그랜드 센트럴 문 못 달게 해주세요,5,6
도시건축,용산지구 에어컨실외기 단속해달라고요,5,6
도시건축,선관위원 모집 파행,5,5
건설교통,교통신호기 작동 해주세요 ,5,5
건설교통,예비신호 ,5,5
도시건축,주차장 불법건축물,5,5
건설교통,동구 경양로 그랜드 센트럴 울타리 허가 금지요청,5,5
건설교통,광주동구 문화전당로 번길 ,5,5
공원체육,파골프장 ,5,4
보건복지,테라스영업,5,4
도시건축,불법에어라이트간판,5,3
도시건축,산수동 가로등 불빛이 들어오지 않습니다,5,3
기타,건설과성실하고이해가능한 답변부탁드림니다정말로너무너무하십니다이건아님니다,5,3
공원체육,천변산책로 가로등 점검요망,5,3
환경청소,생활환경 관련입니다,5,3
건설교통,이런 차가 이렇게 주차해도 되는 지요 ,5,3
환경청소,쓰레기 및 재활용품 불법 배출장소 신고 ,5,2
환경청소,  민원에 대한 불법 쓰레기 사진 첨부,5,2
환경청소,불법쓰레기 투기자 신고합니다 ,5,2
환경청소,불법 쓰레기 투기자 신고합니다 ,5,2
건설교통,계림 센트럴파크 울타리 문제,5,2
건설교통,교통사고다발지역 ,5,2
미담사례,,5,2
건설교통,푸른길 옆 병원 공사현장 관련,5,2
도시건축,동구 그랜드센트럴 울타리 설치 반대합니다,5,1
환경청소,구시청 사거리 거지 아저씨 신고합니다 ,5,1
환경청소,비교합니다 ,5,1
도시건축,계림 센트럴파크내 펜스 설치 반대,5,1
도시건축,계림센트럴 아파트와 상가를 분리하는 펜스설치 결사반대합니다,5,1
도시건축,누구하나 죽어나가야 끝날 싸움이 될까요,4,30
건설교통,불법주차 단속하신다면서요,4,30
건설교통,계림동 그랜드센트럴 맞은편 공용 주차장 없애주세요 사고의 위험이 커요,4,29
건설교통,대인교회앞 인도 노숙자불법적제물,4,29
공원체육,계림동 그랜드센트럴 단지 팬스치는 것 반대합니다 ,4,29
도시건축,아파트 출입구 관련 ,4,29
건설교통,서로 상생하도록 도와주세요 ,4,29
건설교통,계림교회 경사로길,4,29
환경청소,대인교회 앞 노숙인 불법 척지물 좀 치워주세요또 쌓아놨어요ㅜㅜ,4,29
건설교통,교통과 문의,4,29
건설교통,주정차 위반 관련,4,29
도시건축,광주 마사회 건물 상단 유리 빛반사로 인해 실명이 될 지경입니다 마사회 건물의 상단 모든 유창에 빛반사가 되지 않게 필름 부착등의 개선 요청 민원드립니다 ,4,29
미담사례,동명동 오승연 직원분 고맙습니다 ,4,28
기타,문화전당 주변 소음 ,4,28
기타,소음 ,4,28
기타,동구청 앞 소음 ,4,28
환경청소,비둘기똥으로 지저분해요,4,28
건설교통,먼지,4,28
도시건축,퇴근시간때만돼면녹동마을주변도로가차들로날리고요,4,28
도시건축,해도 넘 단속해주세요 ,4,28
건설교통,용산교 모퉁이 정비요청 드립니다,4,28
건설교통,그랜드센트럴 주변 안전 휀스 도대체 언제 보수설치 해주실건가요,4,28
환경청소,광주대인교회 앞 보행로에 노숙인의 불법 점유 적치물 제거 해주세요,4,28
기타,보행자안전을 위한 차도와 인도 구분턱 설치 요청 번째,4,28
환경청소,생활 환경 관련입니다,4,28
환경청소,쓰레기 및 재활용품 배출시간 ,4,28
건설교통,대표회의 안건 ,4,27
환경청소,주민불편민원,4,27
기타,지방소득세 체납세 돌려달라,4,27
도시건축,광역시 땅을 안방처럼 쓰고있으며 노인들이 앉아있음 소금을 한 바가지 뿌립니다,4,27
환경청소,쓰레기 관련 문의 입니다,4,27
건설교통,안녕하세요 ,4,27
건설교통,민원,4,27
환경청소,재활용 수거 부탁드려봅니다 ,4,27
건설교통,가로등 확인바랍니다,4,27
건설교통,방지턱 함몰,4,26
건설교통,동구월남동녹동옆개을에다리가설 ,4,26
도시건축,민원,4,26
보건복지,코로나 예방접종 안내하는 직원 바꾸세요,4,26
기타,내남지구텃밭 ,4,26
건설교통,출근시간에 좌회전 신호를 켜주시기 바랍니다 ,4,26
건설교통,민원 ,4,26
보건복지,코로나로 영업시간 변경후,4,26
도시건축,계림동 소음,4,25
환경청소,동구 구시청 사거리 거지 아저씨를 신고합니다 ,4,25
공원체육,신양파크호텔부지 ,4,25
환경청소,김치 상추 마늘 재활용,4,25
건설교통,보안등 타이머 조정,4,24
환경청소,하수도 청소 및 방역,4,24
환경청소,인도 소공원 조성 이후에도 완벽 마감 바랍니다 ,4,24
환경청소,계림동 그랜드센트럴 기부채납 공원 청소,4,24
환경청소,화단파손 ,4,23
도시건축,건축물신고,4,23
건설교통,불법주정차지방치한차지,4,23
건설교통,공사장,4,23
도시건축,주출입구 없는 아파트건축,4,23
공원체육,고사된 나무 교체 요청,4,23
건설교통,하수도공사로 인한 불편,4,23
도시건축,흐남맨션조합사업 주출입구관련,4,23
건설교통,산수동 명지로드힐 자정이후 건축소음,4,23
건설교통,가로등 수리요청 ,4,22
미담사례,코로나 백신 접종 관련분들에게 감사드려요 ,4,22
건설교통,입주자대표회의 안건 ,4,22
건설교통,지원동동사무소 앞 도로,4,22
도시건축,건축과 곽윤채주무관님,4,22
미담사례,다회용컵 사용에 앞장선 멋진고객,4,22
미담사례,주민을부모와같이모시는우리동장님 ,4,22
건설교통,편의점 야외 테라스 문제,4,22
공원체육,동구 체육회 산하 조직의 불법적인 행위를 신고하고자 합니다,4,21
건설교통,대표회의 안건 ,4,21
기타,세이상 코로나바이러스 접종 수송관련 문의드립니다,4,20
환경청소,불법쓰레기 처리 및 투기자 적발 요망 ,4,20
건설교통,어린이속도제한구역 ,4,20
도시건축,공동주택 용어,4,20
공원체육,지원동 골드클래스 옆 녹지지대 고사목 식재요청,4,19
기타,주택 대형견,4,19
보건복지,대표회의 안건,4,19
공원체육,벤치를 설치해주세요,4,19
보건복지,확인부탁드립니다,4,19
환경청소,오토바이 배기소음,4,19
건설교통,학운동 전기차충전소 고장 수리바랍니다,4,18
기타,언제 보나요 ,4,18
환경청소,학지구 건설폐기물 비산먼지 관련,4,18
환경청소,계림동 공금동 주무관님 칭찬합니다 ,4,17
도시건축,건축과장님 귀하,4,17
미담사례,동 명동 직원 칭찬 합니 다 ,4,17
건설교통,계림동성당입구 도로상황,4,17
건설교통,버스정류장앞 승객 보호,4,17
환경청소,동산로얄 등산로입구쪽 쓰레기,4,16
공원체육,동구스포츠클럽의 코트 독점행위와 클럽 외 사람 운동 못 하도록 압박행위 건,4,16
건설교통,천변좌로 번길 주정차단속 문의합니다,4,16
건설교통,공사장트럭공포유발,4,16
공원체육,가로등수리좀요,4,16
건설교통,가로등 고장수리부탁요청,4,15
기타,충장동 주민자치회 주사님 칭찬합니다 ,4,15
보건복지,보육교사 선제검사,4,15
미담사례,지산동 김유리주무관님의 친절함에 너무너무 감동했습니다 ,4,15
문화경제,동구시민수당지원사업정책사업,4,14
건설교통,도로파손수리,4,14
도시건축,가로등고장,4,14
도시건축,계림동 이마트의 갑작스러운 철수로 너무 당황스럽고 피해가 막심합니다,4,14
도시건축,동명동 도시재생 뉴딜구역,4,14
건설교통,한미쇼핑사거리 근처 시 분 경 불법 주정차로 인한 교통 방해,4,14
기타,포장과가로등,4,14
건설교통,황금주차장 출입하는곳,4,13
기타,광주시민들을 위해 대기업의 횡포를 부디 막아주세요,4,13
도시건축,동광주 이마트 소상공인들의 전기요금 폭탄을 막아 주세요,4,13
건설교통,계림동 이마트 업무종료,4,13
도시건축,공동주택분쟁조정신청,4,13
건설교통,민원취하 바랍니다 ,4,13
공원체육,무등산그린웰로제비앙 기부채납지 소공원 출입금지 팻말 정비 요망,4,13
건설교통,인도 볼라드 파손 확인,4,12
공원체육,공원관리 문의 ,4,12
기타,가로등 고장 ,4,12
기타,이마트 동광주점의 전기요금 분쟁을 조정해 주시기 바랍니다 ,4,12
도시건축,계림동 이마트와 분쟁을 해결해주시기 바랍니다,4,12
미담사례,김유석선생님을 칭찬합니다 ,4,12
보건복지,전남대병원 선별진료소 운영 및 진료기준에 대한 민원,4,11
환경청소,맨홀뚜껑교체,4,11
환경청소,동구 소태길  번지 더조은 노인복지센터 앞 하수구 모기무리발생건,4,11
공원체육,선교저수지 건널목,4,11
보건복지,어르신들 등산모임,4,11
기타,소상공인의 피와눔물을 빨아먹는 동광주이마트,4,10
건설교통,후안무치 동광주이마트와 쓰러져가는 소상공인들과의 문제해결을 조속히 해결해 주시길 바랍니다,4,10
건설교통,계림동 소상인들과 이마트 동광주점의 문제를 해결 바랍니다,4,10
건설교통,계림동 이마트 동광주점과 소상인들의 분쟁을 조정해 주시기 바랍니다,4,10
도시건축,가로등정비,4,9
기타,용산생활 체육공원 문의입니다,4,9
건설교통,교통지도 공무원 박정현 주무관의 불친절과 궤변성 답변으로 피해를 입었습니다,4,9
건설교통,조속히 협의해주세요 ,4,9
건설교통,반사거울문의,4,9
건설교통,공사장먼지,4,9
기타,계림동 이마트관련 분쟁해결 및 조정요청,4,9
공원체육,번 용산지구 공원 잡초제거 관련 사진첨부와 재촉구,4,9
건설교통,화순광주방면 동구다목적체육관쪽 순환도로 끼어들기 단속,4,9
문화경제,농로길포장,4,9
도시건축,농장다리 옆건물 공사장 인도 무단점거 긴급,4,9
도시건축,동구소재 개 소상공인들을 살려 주십시요,4,8
도시건축,도시 건축시 참고해주세요,4,8
미담사례,코로나 예방을 위해서 동구청장님과 주무관님 힘써 주시기 바랍니다,4,7
보건복지,밤에는 식당 주말엔 결혼식장으로코로나 방역 구슬땀 공직자들,4,7
보건복지,산수동 이종석 주무관님을 칭찬합니다 ,4,7
미담사례,지원동 동장님직원분 감사합니다 ,4,7
건설교통,학교 공사로 인해 소음과 집에 균열이 심해요 ,4,7
기타,노출된 전선 확인 ,4,7
공원체육,용산지구 공원 봄철 잡초제거 바랍니다,4,7
건설교통,포트홀 ,4,7
건설교통,주차단속 부탁드립니다,4,7
도시건축,케이블선 전봇대 이동요청 ,4,7
기타,체육센터 주차장 ㅡㅡ,4,7
건설교통,차라리 도로를 막아주세요 ,4,6
건설교통,불법주정차,4,6
도시건축,공동주택 공용관 누수 관련,4,4
도시건축,처마 물받이를 설치를 하도록 지도해주세요,4,4
도시건축,가로등 교체및 고자수리,4,3
건설교통,가로등 고장수리부탁요청,4,3
기타,코로나예방접종안내,4,3
도시건축,질의 양수금 처리 기준,4,3
기타,소음,4,2
도시건축,홍보 ,4,2
보건복지,불량세입자집 청소요청,4,2
공원체육,잔디밭 애견출입되는곳인지,4,2
건설교통,외지인주차,4,2
기타,가로등 불빛이 안나옵니다,4,2
기타,편의점 야외테라스테이블 소음 문제,4,2
환경청소,조대주변 등하교길,4,1
공원체육,내남동 진아리채 주변 벚나무,4,1
건설교통,공용주차장동구 계림동  불친절 및 관리소홀,4,1
보건복지,동구 보건소 인바디 측정 전일 공개 요청 ,4,1
건설교통,도로파손포트홀 ,3,31
도시건축,도시가스공사 빠른 허가 부탁드립니다,3,31
건설교통,도로 파손 ,3,31
보건복지,구청장께 전달 코로나 집합금지 위반,3,31
기타,체육센터주차장 만든다고 집때려부시는소리,3,31
건설교통,계림초 등하교시 오후 등교 등덤프트럭,3,30
기타,개짓는소리에잠을못자요 ,3,30
환경청소,다른 구는 하는데 왜 동구만 못하나요 ,3,30
도시건축,가로등 불조명이 안 들어옴 ,3,30
환경청소,소태동 학소로 번길  부근 산길 청소 요청,3,30
환경청소,길고양이 사체 처리 부탁드립니다 ,3,30
건설교통,불법적치물 치워주세요,3,29
환경청소,조선대학교 치과대학병원 앞 나무 수풀 사이에 동물사체가 있어요,3,29
건설교통,도로 패임 지반 침하 우려 신속한 보수 요청 ,3,29
보건복지,쓰레기및골목길흡연,3,29
건설교통,용산지구 배수지 공사관련 불편사항 ,3,29
건설교통,일요일 밤시 도로드릴공사 ,3,28
환경청소,소태길  아이리스 앞 하수구의 역겨운 냄새 정비요청합니다 ,3,28
기타,골목에 방범설치 부탁드립니다,3,28
기타,동명로  골목길 가로등 점검 ,3,27
건설교통,예술의 거리 배수불량 ,3,27
건설교통,계림오거리 신호등 ,3,27
건설교통,동명동 이면도로 주정차 단속 ,3,27
건설교통,장원거리 신호체계 ,3,26
건설교통,불법주정차 덕분에 보행중 사고날뻔했습니다 ,3,26
기타,통장의 역할이 무엇인지요 ,3,26
보건복지,야외 마스크 미착용,3,26
환경청소,오토바이유모차 수거 의뢰,3,26
기타,소음 민원,3,26
기타,주민센터 입구에 앉아있는 분의 업무는 뭔가요,3,26
환경청소,용산지구 대성베르힐 뒷쪽 길 산기슭부터 터널안쪽 청소가 필요해요 ,3,25
기타,충장로가 알라딘서점앞 인도 바닥에 걸림물이 보해에 위험합니다,3,25
문화경제,산수거리대리점앞노점상단속해라요 ,3,25
건설교통,도로위 불법 적재물 치워주세요,3,25
건설교통,구시청 택시민원,3,25
환경청소,산수동이승철주사님을 칭찬하고싶습니다 ,3,24
기타,답변이 부족한게 있으니 청장님 면담 신청합니다 ,3,24
건설교통,민원 내용이 다른데도 민원 내용 안 읽고 대충 답변 다는 짓 그만 하시길 바라며 ,3,24
환경청소,학동지구 철거현장 분진,3,23
도시건축,내남동 복합공공도서관 건립사업 설계공모 당선작 가감점 점수 이의신청 ,3,22
건설교통,동구 장애인복지 회관,3,22
미담사례,건강정책과 곽정민 계장님을 칭찬합니다 ,3,22
건설교통,사고예방을 위한 반사경 설치 건의,3,22
건설교통,동명동 대표문화마을 불법주차문제서석교회정문 포함 ,3,22
건설교통,신호등 ,3,22
보건복지,금연스티커 부착바랍니다 ,3,20
도시건축,적정한 표현 요망,3,20
건설교통,소수주택자의 주차문제 해결을 간곡히 요청합니다,3,20
보건복지,동명동 주점 직원 마스크 미착용,3,20
건설교통,아파트 정문앞 신호등 고장확인요망 ,3,20
건설교통,단속하셨다면서요 사고 날뻔했어요 ㅠㅠ,3,19
환경청소,소음,3,19
건설교통,내남진아리채 옆 고가 소음 및 쓰레기문제 ,3,19
건설교통,계림동 그랜드센트럴 아파트 주변 주차단속 강화 부탁드리며 주변 운영시간 늘려 줄것을 요청드립니다 ,3,19
보건복지,기독교 대안학교 관련 모임,3,18
도시건축,상가 앞 조망권 침해,3,18
환경청소,소음이 하루종일 너무 심해요,3,18
건설교통,불법노점상 단속부탁드립니다,3,18
기타,구청장님에게 바란다 했더니 무슨 하수계가 답변을 주십니까,3,18
환경청소,불법 쓰레기차 주차로 인한 악취저번에 민원 처리 했다 했는데,3,18
건설교통,인도 함몰,3,18
기타,구청장님에게 바랍니다,3,17
환경청소,음식물쓰레기 배출용 스티커 문의,3,17
건설교통,주정차금지구역 맞나요 ,3,17
도시건축,학동구역재개발로 인한 피해,3,17
보건복지,마스크착용 ,3,17
환경청소,산책로에 있는 나무 전지작업 언제 해줍니까,3,16
기타,시위로 인한 소음 신고합니다 ,3,16
건설교통,율곡초교 두암그린파크 과속방지턱,3,16
도시건축,입주자대표회의 안건,3,16
환경청소,주택가 음식물 쓰레기 처리방법,3,16
도시건축,학동 구역재개발로인한 손해,3,16
보건복지,출산과 육아,3,16
환경청소,주택가에서 닭을 키우는 행위,3,16
건설교통,공사로 인한 불편점,3,16
건설교통,주정차문제 ,3,16
건설교통,차선 변경 요청합니다,3,16
도시건축,학동구역 재개발지역 문제점,3,16
건설교통,불법 주정차 단속,3,15
건설교통,절에 회수 않은 태극기가 아직도 ,3,15
환경청소,금남로  건물옆 건설 공사 현장 먼지가 너무 많아 불편합니다 한번더 요청합니다 ,3,15
건설교통,보안등 수리요청,3,14
기타,불법주차단속해주세요,3,14
보건복지,산수거리노점상단속확실히단속해주세요시넘어서 ,3,14
건설교통,건설과 조명관리계 고대영 선생님 칭찬합니다 ,3,14
공원체육,지속적인 청소와 관리를 부탁드립니다 ,3,13
공원체육,동구국민체육센타 황당한 행정 개선요망,3,13
건설교통,계림동 그랜드센트럴 상가 앞 인도 안전휀스 훼손도난되어있는 곳 도대체 언제 복구 되나요 ,3,12
도시건축,무등산광신프로그레스 상가 준공,3,12
건설교통,월남동 버스종점 이전,3,12
건설교통,도로패임 보수 ,3,12
기타,계림동 주민입니다,3,12
건설교통,계림동행정복지센터에서 계림신협방향 버스정류장있는데도 불구하고 불법주정차땜에 버스 타기 너무 불편하고 짜증나요 ,3,12
건설교통,동구 운행하는 남구버스가 들어오면 쫍아요,3,12
환경청소,공사 잔해물 처리 부탁드려요 ,3,11
환경청소,공공공지 청소 및 예초 바랍니다,3,11
환경청소,지원동 재활용 분리수거함 설치 요청 ,3,10
건설교통,도로 패임 해결해주세요 ,3,10
기타,구청장님 그리고 충장동직원분께 감사합니다 ,3,10
기타,영업외 장소 진열대 배치,3,10
기타,영업외 장소 진열대 배치,3,10
도시건축,공사소음때문에,3,10
환경청소,환경 미화 차량 소음 및 불편 개선 요청 신고,3,10
환경청소,쓰레기 트럭 불법주차,3,9
건설교통,월남동 버스종점 차고지 이전문제요 ,3,9
환경청소,종량제봉투,3,9
